"","ID","paragraphs","nchar"
"1542","doc 2325","pd: assumption outpatient use episode need residential. absurd thing ever heard about.",158
"1543","doc 2327","pd: residential. accept goals abstinence whole theory cross addiction alcohol problem automatically opiate problem. cocaine problem automatically cannabis problem. founded. inaccurate.",310
"1544","doc 2329","pd: based neurophysiological capacity.",55
"1545","doc 2331","pd: thing trying covet this. want approach available anybody wants try parts it. lots training. give information out. require go high cost trainings order use stuff. wrote book just simple. take it, use it, pieces want. call me. people_just dabble ideas. just starting dabble idea it, letting someone stay program without embracing goal abstinence feel little_bit uncomfortable call can help give reassurance going okay. can cover butt concerns are. happening. lots providers now lining up, will, starting try different things. response program overwhelming. keep up. even come close keeping up.",976
"1546","doc 2333","pd: probably one hundred.",25
"1547","doc 2335","pd: hopefully february. given time, waiting list awful.",84
"1548","doc 2339","pd: probably little less, smaller space.",50
"1549","doc 2341","pd: just want say. amy really appreciate article just want comment really_like ideas mothers feeling empowered start challenge status quo. judgement system gives, blaming parent, comparison child military. energy just wondering person_going make day. priority preserve life. point, long can that? becomes survival questions.",521
"1550","doc 2343","pd: right, hopefully sure.",34
"1551","doc 2345","pd: help support people?",34
"1552","doc 2347","pd: absolutely. also distributor narcan too.",56
"1553","doc 2349","pd: just_really recognize appreciate package terms really helping people understand parent someone struggling help preserve life. stay well enough survive experience even better stay well enough become agent change?",323
"1554","doc 2359","minnetonka, minnesota",21
"1555","doc 2362","ap: we’re going_go celebrate. got know_said, “i just drug task force meeting spencer’s name came up.” said, “there’s huge investigation_going carver county anoka county.” died anoka county columbia heights. “there’s inter-relationship everything. mind give numbers investigators?” cabin dean said, “absolutely, ann’s talking anoka county investigator.” heard two weeks ago, i’ll read it.",548
"1556","doc 2364","ap: yes, find somebody? spencer probably known person asked buy heroin.",110
"1557","doc 2366","ap: think they’re go high ladder can. affect mom?",90
"1558","doc 2368","ap: said, “i really want find person made spencer accessible addiction.” there’re lots people make accessible. always fearful public safety people.",197
"1559","doc 2370","ap: just they’re looking glory big drug busts. just remember hennepin county heroin town hall meeting.",152
"1560","doc 2372","ap: threw away nar-anon flyers. just starting nar-anon. ran fifty copies flyers meetings thought might parents there.",187
"1561","doc 2374","ap: asked one tables display these. woman said, “well let check sheriff make sure it’s okay.” went garbage can were.",206
"1562","doc 2378","ap: andy luger says just keep kids sports talk around dining room table. four front rows full parents dead children. insensitive can get?",199
"1563","doc 2380","ap: well didn’t work. [laughs]",35
"1564","doc 2382","ap: hopefully they’re past message.",40
"1565","doc 2384","ap: yes, amy. name ann perry give you, amy sullivan, permission record interview.",101
"1566","doc 2386","ap: born 1951. i’ll sixty-five end month. second six children. born wisconsin, parents moved here, believe, two. father fought world war ii. young recruit enlistee. think 1944. put division liberated lot concentration camps europe, bearing i’ll say later. half-sister that’s five years older he. parents close growing up. i’d often go stay summertime number children mom had. mother grew wisconsin. father grew wisconsin. met high_school. went college became nurse world war ii, never practiced war ended afterwards. grew degree never using degree professional life later.",906
"1567","doc 2387","early childhood dad became alcoholic. think lot trauma experienced world war ii saw world war ii. that’s probably reason. probably alcohol addiction family, too. difficult growing family, especially six kids, alcoholic. mother often put position parent. find dad passed floor. run get doctor. often found take care always wimping things_like_that. real strong relationship oldest sister got junior high. became distant me. always kind feel like raised myself. grew raising myself. good bad traits it.",841
"1568","doc 2388","went high_school became wild. got suspended school once. drank, smoked pot hash. went college. wasn’t really serious student probably junior. became interested history geography. got double major. girlfriend went europe, hitch hiked around. much fun. came back didn’t really_know do. first, got teaching degree student teaching discovered really didn’t like teaching kids, middle high_school. one professors taught urban planning class. took became enamored it. head department told urban planning master’s program st. louis. went there. didn’t_know soul, probably best thing me.",809
"1569","doc 2389","registering classes met husband dean. dating somebody else. just became good friends, two year graduate program, just became good friends. second year asked move in, just friends. think two women program eighty people. women got college things.",385
"1570","doc 2391","ap: 1975. graduated ’77. got married week after; mom planned whole wedding. nothing it. said we’d go first job was. affirmative action really big. white female, didn’t problem getting job. wanted go_back minnesota loved it. dean valparaiso, indiana. moved here. dean terrible time finding job, white male. eventually did, think married four years spencer. midwife great. i’ll never go childbirth though without drugs. [laughs] spencer born, worked city minnetonka. dean worked city rosemount. lived south minneapolis. decided probably move close one jobs. found house minnetonka.",880
"1571","doc 2393","ap: no, it’s another house close by. found wonderful daycare, family daycare. little hobby farm kids got bottle feed little lambs. wonderful. spencer, wonderful childhood. held back, summer baby. put five, go kindergarten not? recommended did, mistake. didn’t well socially first year kindergarten. family daycare family daycare mom, became close friends, families; son year older spencer. spencer terribly bullied daycare. ended taking switched different school wouldn’t stigma kids repeated grade. spencer always kind resented us that. even though later years he’ll admit terrible bullying was. never knew spencer never say anything it.",973
"1572","doc 2394","wonderful elementary school. although wasn’t best student, always smart. red hair shenanigans, always played sports. loved t-ball baseball. little league. dean y guide program. always problem; never want stay people’s homes night kids. one time spent night good friend. ended walking home didn’t want apart us. always close us. jobs, public employment, lot night meetings. hold meetings people done jobs day. gone lot, dean gone lot. parenting always make sure we’d always schedule meetings person go there. gone always felt guilty that.",875
"1573","doc 2395","love job. boss absolutely wonderful. push much well could. kind overcame guilt mothering. growing suburbs didn’t big network working moms back then, like now. network working moms people daycare, either work daycare. still remains strong today. still get together daycare mom group meetings. know transcriber can’t see want show pictures. it’s just room here. shelley cousins sisters put boards together funeral. childhood. there’re pictures baby cousins. made halloween costumes, wrestling, swimming.",749
"1574","doc 2397","ap: sensitive, shy boy. just loved things. i’m_going cry. i’m_going_get kleenex box. that’s okay. good talk this. probably junior high. slip n’ slide, baseball. kid become addicted heroin? look pictures. kept thinking, “is worked much?”",366
"1575","doc 2398","back he, think entering seventh grade, city manager left become director league cities minnesota. new city manager hired worked. just didn’t values previous manager had. just thought, “i’m willing work hard somebody doesn’t values do.” thought, “well i’ll take time off. i’ll able spend time spence.” really worried him.",469
"1576","doc 2400","ap: twelve, thirteen. getting point probably come home school own.",107
"1577","doc 2402","ap: worried that. took time shelley, sister, drove camp menogyn. another friend went shelly going camp drive around lake superior. ended car trouble never made it. okay.",272
"1578","doc 2404","ap: home. sort rattling around house. thought, “i just stimulated.” getting crabby. went_back work; contract work went_back work full-time. started middle school.",227
"1579","doc 2406","ap: middle school_high_school pictures—it called junior high back then—it seventh, eighth, ninth grade. eighth grade got caught school. put booze water bottle got caught, another friend. really first foray knew, using substances. dean always drank front him. didn’t drink lot.",385
"1580","doc 2408","ap: found bottle vodka refilled water. fifteen sixteen caught good friend john, parents ones coming montana today. think he’s one pictures.",230
"1581","doc 2410","ap: that’s dean spence. look much alike. every summer we’d go ely camp called camp van vac. just_kind stone cabins. electricity, cold running water, central bathrooms. just loved it.",231
"1582","doc 2411","think started smoking pot fifteen. got caught police, two guys parked car police came them, opened car doors smoke just billowed out. pot. police, bless hearts, kept jail cell longer released them.",318
"1583","doc 2413","ap: think orono long lake police. notify schools right away. spencer baseball team. got kicked baseball team, somebody trouble. just irritated me. go chemical dependency…",266
"1584","doc 2415","ap: kicked baseball team, always impressed kids trouble participate healthy activities.",136
"1585","doc 2417","ap: don’t_know view still held today not. understand accountable, punish taking out? went chemical dependency class high_school ran. good. run wonderful counselor. think six months. noticed time fifteen, think probably here, went montana visit friends. don’t think smiled whole year fifteen. we’d tell jokes, take counseling, took therapist thought add. ritalin. that’s another thing feel terribly guilty about. think either eighth ninth grade started. high_school relatively benign. good buds; lot activities thought healthy. told us later smoking pot whole time high_school.",878
"1586","doc 2418","went college. didn’t_know wanted go. i, course, filled applications. got accepted u [university minnesota] went there. very, homesick. lived there. come home lot second year asked live on…i can just picture it, it’s right here, tall building, brand new moved in, student housing. moved three high_school friends fairly well, party.",522
"1587","doc 2420","ap: campus. name that? tried tried keep back in. talked counselors. he’d go in. put probation. even pediatrician write note add. enabling, everything keep college. he, looking backwards, probably one taken year two going college figure things out. didn’t want to; thought college way go.",489
"1588","doc 2422","ap: shelley born 1984.",29
"1589","doc 2424","ap: always delightful, happy child ninth grade. sunk horrible depression. depression bad drag mattress room sleep room us. get bed. said, “it felt like enveloping taking down.” sad went heavy duty counseling. put antidepressant meds. every one can think of.",417
"1590","doc 2426","ap: found something worked. gained horrible amount weight. survived; well school. wanted go away school. wanted go depauw university outside indianapolis smaller high_school. just fell love it. wanted go st. olaf close. just worried depression. well. ended saying, “okay, can go depauw.”",455
"1591","doc 2427","well first year, started cutting herself. went there. ended hospital. let back up. cutting get call emergency room. taken bottle half tylenol, significant—liver issues. icu. washed stomach charcoal. thought suicide attempt. may been. said, “i can’t say sure suicide attempt. voice telling just keep taking pills that’s did.” traumatic us.",592
"1592","doc 2428","spencer will always say, “you spent time her, trying help depression trying overcome addiction,” wasn’t true. that’s perception it. watched lot us happening. shelley got better. ended graduating depauw. go summer school. upset couldn’t walk class—that big deal small schools. came back decided wanted go_back school. degree anthropology, something really use finding job. sarcastic. really interested theater. went_back u got degree theater.",724
"1593","doc 2430","ap: anthropology depauw u theater. discovered weren’t lot jobs theater. went_back hamline [university] she’s finished coursework master’s theater education. she’s got teaching degree. last half year taught middle school north minneapolis. can’t think name right_now. now serious boyfriend, jeff.",435
"1594","doc 2431","hair green. never know color hair going be. horrible time; tattoos place. is. think kid spencer always conservative worried people thought him. she’s there. she’s always responsible drinking using drugs everything, responsible. he’s deep end. one thing least dealing addiction, it’s taught tolerant shelley, approving choices are. approving, accepting choices life. spencer’s addiction, college bad case mono. probably caused partying.",686
"1595","doc 2433","ap: yes. doctor, probably well meaning time, horrible sore throat, prescribed tons percocet.",125
"1596","doc 2435","ap: bad.",26
"1597","doc 2437","ap: time first girlfriend. never dated high_school. shy immature. probably first second year. met girl cassie just absolutely wild. place go wondered stay house. said, “no, no, no.” then, “yes.” parents wouldn’t allow back home.",376
"1598","doc 2439","ap: college, dropped out. said, “she can stay separate bedroom. want interaction two sexually, house. actively look place live.” alcoholic didn’t_know_it. drink drink. ended taking hcmc emergency room, sitting horrible cases anxiety.",387
"1599","doc 2440","parents lived hopkins. mom nothing her. dad come_just disgusted walk away. me, enabler, sit her. just felt bad her. two ended up, spencer cassie, moving apartment near u. ended going deep end alcoholic craze. police found banging doors ridgedale eight o’clock saturday morning.",433
"1600","doc 2442","ap: shopping mall. probably two weeks previous gone, spencer cassie house started attacking him. called police. got charged domestic abuse. shopping center thing, spencer probably twenty one; business saying him. said, “that’s it. will tolerate around you.” end cassie spencer together.",421
"1601","doc 2443","clearly abusing alcohol, looking backwards, her. i’m assuming probably ended pot. told me, couple years ago, get renewals percocet doctor’s prescriptions take many could. probably twenty five twenty six, first bout appendicitis. ended hospital. inflamed couldn’t operate. pain control give percocet oxycodone. sometime mono appendicitis figure probably got addicted pain meds.",561
"1602","doc 2444","met jamie probably dated two_years. moved u. nursing student u. got pregnant junior year. right before—let backup. i’m trying think aidan born second appendicitis attack. think must right aidan born, percocet, oxycodone. jamie called us right christmas.",403
"1603","doc 2446","ap: spencer’s drug history.",36
"1604","doc 2448","ap: entered retreat. jamie came us saying, “something’s wrong spencer. he’s acting weird.” thought addicted pot, probably was. called retreat. intervention, just jamie said, “you’ve got enter treatment. unacceptable.”",310
"1605","doc 2450","ap: aidan born. born september 2008. february 2009. told us pot. talked retreat, mike kennedy, ever know him? nurse anesthetist. shelley’s nurse anesthetist doctor born. shelley’s doctor knew really well. became addicted fentanyl pain pills, convenient nurse anesthetist. just open vein leg treating patient drain medication him. anyways, ended spencer’s counselor. told us, “make sure it’s pot. there’s pain pills he’ll go detox.” idea percocet, naïve.",723
"1606","doc 2451","three days retreat started going withdrawal. sent mission go detox. came back told us taken couple suboxone that’s detox from. clue meant. full thirty days there. really wanted go live sober house. refused didn’t want apart jamie aidan. well. well probably six eight months. jamie tell withdrawing something wrong. right christmas remember calling us come house couldn’t wake up. couldn’t wake either. idea. probably overdosing. eventually came to. brought fairview chemical dependency evaluation. course wouldn’t let us in. told us, just thought go outpatient treatment. recommended nystrom.",954
"1607","doc 2452","time jamie graduated previous spring. that’s nurse’s freeze came on. nursing jobs whatsoever except nursing home. wanted hospital nurse. dream. applied state. two hospitals hiring ones connected native american communities got grant money. one ellisville, montana casper, wyoming. interviewed both; got jobs preferred ellisville, montana job. december, january. spencer insisted move even though obviously addiction_going. moved her. detoxed own, going there. pretty well year. got job landscaper. probably started heroin, want say montana. 2011. fda changed formula for…",903
"1608","doc 2454","ap: oxycodone percocet.",28
"1609","doc 2456","ap: bet became heroin addict, putting things together, back then. kept asking us money. jamie kept saying, july 2011, wasn’t paying rent. kept coming weird reasons needing money us. started pawning things probably august 2011. addiction really got bad. montana. jamie called us october saying found pop can resin wasn’t pot.",449
"1610","doc 2458","ap: yes. think_just_got worn out, didn’t care doing. needed somebody watch aidan. we, response that, kept saying, “you’ve got handle things.” clue.",226
"1611","doc 2460","ap: her. or, “kick out.” said, “we’ll come get aidan. can’t type environment.” ended end october going_getting aidan brought back minnesota.",211
"1612","doc 2462","ap: just him. spencer said_going stay there. stayed thanksgiving. sent money. car died. probably sold drugs. car died then. sent money take train. jamie kicked house. thanksgiving day said run aa meeting.",330
"1613","doc 2464","ap: here. started using. started pawning us.",63
"1614","doc 2466","ap: no, using. pawned december 2011. time dean’s mom dying.",97
"1615","doc 2468","ap: half stuff didn’t even know gone. foreign. finally figured pawning us. dean looked drill couldn’t find it. “i don’t_know happened it.” i’m trying remember.",227
"1616","doc 2470","ap: dean’s mom dying. dean go santa fe her. gone spencer took stuff. confessed pawning. threw house. spent night friend his. came back. let back in. ended going withdrawal. started talking treatment options him. right christmas.",397
"1617","doc 2471","come home montana, $40,000 hospital bills doctor shopping. go saying stomach ache caused appendicitis removal. think two hospitals several clinics there. insurance here. become resident another state come back minnesota wait least three months can get medical insurance. old ours. said, “you can go salvation army.” dean took down. right christmas.",523
"1618","doc 2473","ap: treatment, adult rehabilitation center near harbor lights. dean done volunteer work before. took started registering him. just freaked out, said, “this isn’t type environment.” said, “you’ve got go somewhere.” said, “what retreat?” didn’t money, borrowed money mother. took back. right christmas went there. lasted week started using. got kicked out. entered, got kicked there, that’s decided enter salvation army rehab. wasn’t good that. used another resident. kid four days graduating retreat going sober house. detoxed home retreat salvation army.",807
"1619","doc 2475","ap: yes, called dealer came right there.",57
"1620","doc 2477","ap: he’s using heroin.",22
"1621","doc 2479","ap: point know heroin. totally shocked.",65
"1622","doc 2481","ap: heroin meant lived bridge bad family. brought dysfunctional family, say wasn’t. mom dad living together, graduating high_school going college. shock. took two_years tell people heroin addict, friends. took three years go al-anon. started al-anon. worked back nar-anon. many times relapsed? can’t tell you. went salvation army. used. everybody uses. treatment. want know details?",617
"1623","doc 2483","ap: teen challenge twice, salvation army; went fairview five six times. went unity hospital cambridge dellwood. maddie ever go there?",180
"1624","doc 2485","ap: went someplace st. cloud. ended living serenity village while. fairview focused. focus 12 st. cloud. cornerstone st. paul sober living. think treatment fifteen times.",239
"1625","doc 2488","dp: ann frustrated end frustrated didn’t follow book. now he’s gone, problem really following book.",176
"1626","doc 2490","dp: enabling, help, you’ve got draw line, we’re hurting him, you’re helping him.",97
"1627","doc 2492","dp: needs help himself. she’s reevaluating whether really…",76
"1628","doc 2494","dp: say, “where’s line allows fudge that?” you’ve got case case.",121
"1629","doc 2498","ap: angry kept thinking, “why isn’t working? wrong?” suboxone. probably suboxone two_years. i’d always heard controversial was. especially heard teen challenge, “that wasn’t acceptable. really serious able without mat.”",334
"1630","doc 2500","ap: it’s always bullshit.",31
"1631","doc 2502","ap: stigma it. just always felt inadequate. think goes back alcoholic dad needing control things make sure people survive alright something bad happening. really attribute growth nar-anon program helping discover lot. else want go this? felt much judgement oldest sister said, “this whole family needs tough love. solve everything just tough love.” oldest sister social worker well thought of. can say something like profession you’re in? maybe you’d like come say nar-anon group see goes over?",718
"1632","doc 2504","ap: it’s working yet relationship, strong relationship.",75
"1633","doc 2508","ap: people telling much him. degree—this odd thing, especially since he’s gone now, things stay close child, relationship important me. that’s family. disease like you’re supposed things? really detached him, especially last year died. feel guilty that. know that’s you’re supposed protect yourself, feel guilty that. never went saw last time treatment. dean that. even jamie aidan went saw him. there’s much guilt that.",671
"1634","doc 2509","i’d get angry him. control anger facets addiction come out. that’s i’m really trying work now, teaching things. don’t_know detachment necessarily part twelve steps. think it’s grown twelve steps. part teachings tell different family programs, different books help families addicts need detach. don’t think that’s right. know to, degree, protect yourself. look back, turned police even?",587
"1635","doc 2511","ap: stealing us. financially; can’t tell much stuff paid pawning. just couldn’t anymore.",152
"1636","doc 2513","ap: right. feel, “well, shelley’s independent. brought independent. isn’t spencer way, too?” they’re just two different kids, know intellectually. one things feel guilty about, too, never really realizing recovery working.",302
"1637","doc 2515","ap: situations? ship vancouver hospital allow addicts continue use safe way? don’t want blame anybody, medical answer it. suboxone wasn’t working him.",272
"1638","doc 2517","ap: legitimately, let put way. no, don’t think ever did.",77
"1639","doc 2519","ap: talked lot. seeing addiction psychiatrist last two three years. said, “why didn’t dr. buchanan ever recommend methadone?” saw dr. amer previously that. said, just_said wasn’t good candidate. thought suboxone appropriate.",303
"1640","doc 2523","ap: daughter sean successful it. although know kim says makes sean sick lot. maddie’s never sick. another couple st. paul, well tom jackie whose daughter successful it. might be.",248
"1641","doc 2525","ap: inner city. that’s zoning laws. right federal law say can’t go suburbs.",105
"1642","doc 2527","ap: yes. go_back look law came urban planning stuff. within many miles feet hospital. there’s methadone clinic brooklyn park, valhalla, woodbury. maybe that’s close enough woodbury hospital. restrictions never locate suburbs. see lot aids epidemic much prejudice, probably early ‘80s, locating suburbs.",516
"1643","doc 2529","ap: big deal group homes located.",73
"1644","doc 2531","ap: absolutely! i’m surprised nobody done any, maybe somebody has, haven’t seen anything it. interesting study do. reason sober homes now they’re six less they’re permitted right. it’s different single family home. can’t discriminate. there’s quite now. we?",383
"1645","doc 2533","ap: last treatment program fairview lodging plus. tried get month died.",139
"1646","doc 2534","[interruption due vacuum cleaner]",40
"1647","doc 2535","ap: tried get st. joe’s right christmas. ma insurance permit seven days treatment.",122
"1648","doc 2537","ap: no, it’s ma medica. wrote here.",45
"1649","doc 2539","ap: said, “ma medica pay four seven days treatment.” said, “do problems types ma?” ma ucare state dropped ucare went to, can’t remember, two more. one hennepin county, one good. ma medica counselor told problem with. mas problems thirty days treatment. think obama treatment, chemical dependency treatment protocols rolling too. there’s probably confusion insurance everything else.",591
"1650","doc 2540","go_back fairview. well; excited there. first time started talking wanted future. got real excited becoming counselor recovery. said, “i think really want that.” even called u fairview see take get program.",366
"1651","doc 2542","ap: february year. fairview going arrange sober house go to. arranged river ridge go glenview lodge minnetonka. kept fairview another week problems finding sober house. called river ridge nobody answer phone day got out. got mad called them. person ran sober home finally called spencer back. talked mutually agreed sober home experience he’d just fairview.",595
"1652","doc 2543","told new heights sober home. run drummer church band. spencer went looked it. said, “this first place really feel comfortable.” nothing good things say sober house. really_liked it. died sunday, april 3. spent thursday night; jamie took kids movie.",370
"1653","doc 2545","ap: aidan aidan’s half-sister, sadie. jamie threw spencer house montana fell love guy got married like three months later. ended drug addict, too. time found already pregnant daughter sadie, she’ll three august. ended divorcing guy. moved back minnesota. is.",399
"1654","doc 2547","ap: there’s picture her.",30
"1655","doc 2549","ap: three weeks. liked roommates. going iop, intensive outpatient treatment, new way. new way before. three years ago really changed. they’ve got new curriculum, new staff. it’s good hear many sources. really_liked it. odd died.",345
"1656","doc 2551","ap: he’s still suboxone. just_meeting psychiatrist. over; got first pass weekend spend time house aidan. see personality again, everything coming through. saturday night, night died, asked shave neck. shirt off. just taken shower gotten haircut didn’t like around neck. shaved looked see, nothing. just boy again. don’t_know happened.",536
"1657","doc 2553","ap: saturday night dinner us. gone new way saturday makeup session. met new girlfriend, maria. never met her. spent day wednesday. hours make new way saturday. spent friday night us, aidan. ball. left go new way, came back dinner. heard phone text messaging going around nine o’clock. said get back sober house ten, pass over. thought didn’t call sunday. said_going call. didn’t think anything it. probably four afternoon. really nice day sunday. spencer riding bike neighborhood kids here.",738
"1658","doc 2555","ap: aidan. groundskeeper church came driving girlfriend, know fairly well. he’s former coke addict. he’s really good friend greg’s. said, “come house something terrible tell you.” thought gotten kicked sober home. dean there. said, “spencer overdosed died.” called sister susan come right away jane. came claire called jamie. talked medical investigator. said really odd found needle next arm. face bathroom. first floor bathroom everybody coming going. jimmy door open, locked. syringe half full. said, “usually never find that. they’ve used whole syringe.” said, “we also found vomit pillow upstairs. we’re going full autopsy him.” told was…",977
"1659","doc 2556","[interruption due vacuum cleaner]",36
"1660","doc 2558","ap: said, “we also found two packets heroin wallet. we’re able lift dna it. we’ve got cell phone, too. happen know passcode is?”",177
"1661","doc 2564","ap: greg called dean’s cell phone couldn’t get ahold us. greg owner house. didn’t_know get hold us didn’t cell phones. that’s called friend church. able find address. came told us, girlfriend.",310
"1662","doc 2566","ap: aidan here, riding bike. just_goofing around him. told us, neighbor must watched him; idea taking care going_on. called sisters talked medical investigator. wondered passcode spencer’s phone. aidan given right christmas suspected using. knew using.",450
"1663","doc 2568","ap: spencer’s phone games it. aidan gave us passcode. able get phone go_back trace telephone numbers, trying find person interest. that’s emails showed you. that’s know_right_now. lived us last two_years. probably clean maybe six months. way figure probably started using last summer. benzos, heroin, pot, don’t_know using something heroin. call police twice come get acting goofy.",575
"1664","doc 2570","ap: waving around wanted take hospital. wouldn’t go us emergency room. just waving place. barely stand, barely talk. first time police took fairview detox. used seventy-two hour hold. “no problem based interview him.” one thirty morning get call kid u who’s found walking along light-rail tracks. fairview released him. obviously stomach pumped. don’t_know took. get medical records, haven’t done yet. christmas eve just disgusting. right church…",668
"1665","doc 2572","ap: previously used. just went like pancake pew. know packed usually is. whole family here, cousins, nieces, nephews. obviously used jamie kids, everybody here. refuse go upstairs. couldn’t bodily take up, weren’t strong enough. just sat there. whole family exposed him. said, “this just addiction is. act like.” dean said, “let’s just forget bothered it.” disease manifests as. one point sitting next niece said, “i don’t want way all. i’m sorry. just don’t want way.”",708
"1666","doc 2573","always wanted go treatment. never fought it. probably two_years ago, throw out. lived streets couple months. maybe even long. got beat up. finally called said, “i’m ready go treatment.” mom just_know wasn’t going recover. funeral planned head least last year, maybe even last two_years, amy. tearing dean apart. felt bad mother able protect marriage that. dean felt bad always get upset dean enabler. wrong happens? felt tremendous guilt don’t deal ramifications heroin use anymore. can’t tell feels like constant worry, constant pain time. pain him.",902
"1667","doc 2577","ap: remember first time going back nar-anon. walking door after, think christy, said, “i felt bad you. everybody went around circle don’t son anymore.” feeling i’m glad don’t go they’re going anymore. felt always inadequate dealing it; thought worked enough home. know processes are—i totally confused rule 25, never deal that. do, getting many conflicting answers? i’d get frustrated people talk phone use acronyms everything think knew. supposed know meant didn’t. frustrated dealing insurance, trying get ahold right person. frustrated dealing counselors different rehab facilities knowing put try help. give, gifts have.",1011
"1668","doc 2579","ap: couldn’t get understand going through. guess comes know little addiction know much it. it’s confusing me. mom never want mother go this, even living child still alive. fact, think it’s almost worse, unless they’re successful recovery.",385
"1669","doc 2581","ap: it’s always back mind. you’re never going_get rid feeling. want something get angry. it’s anger, felt numb angry last three months since he’s died. i’m angry can’t remember good parts it. i’m angry addiction parts him. felt numb. said, “how happened?” look pictures. be? disease insidious. often felt like, especially last six months went deep end using again, he’s dead body still working. like zombie.",608
"1670","doc 2583","ap: yes. even then. least august remember seeing therapist hazleton. gone different techniques. said, “i just don’t see need see anymore.” dean went_back knew break ties her, individual therapist, dean went her. dean spence went therapy fall and, tape, just nincompoop.",448
"1671","doc 2585","ap: spencer there, “don’t realize he’s using?” we’re sitting family therapy session.",93
"1672","doc 2587","ap: “can’t see signs? can’t pull this?” dean started seeing her.",98
"1673","doc 2589","ap: person saw. one three us. good one. just love her. able get dean enabling helping. looking back, i’ve many conversations director family program retreat now issue you’ve lost somebody, enabling, detachment. still don’t believe mat retreat.",406
"1674","doc 2593","ap: got point? really started buying twelve-step program. really felt really tied to, there’s nothing can change this. i’m just_going take fourth step here. truly believe order get healthy survive needed rely higher power. started becoming spiritual lot reading spiritualness; read lot karen hesse’s stuff. really reading able deal another person’s addiction. book, hearing speak, just attending step work thinking readings. just knew rely, me, god, higher power.",700
"1675","doc 2594","almost epiphany, remember one day woke morning just felt, knew black white: there’s nothing can anymore. there’s absolutely nothing can do. took long, long time get there. mothering doesn’t work, nothing, there’s nothing can that’s stronger heroin son. thing stronger god. thought can survive death. knew that’s going be, i’m just_going give god. think that’s felt detached. couldn’t anything. let god will spencer.",625
"1676","doc 2596","ap: yes, lot peace that. hear messages coming outside. that’s feel guilty mom. couldn’t part peace. i’m explaining well. part anymore. spencer higher power, god. knew nothing do. that’s hard mom say that.",357
"1677","doc 2598","ap: kind controlling person. hopefully i’m much anymore. that’s kind way brought be, controlling. regrets everything able do. regrets way all. much lot. know nothing do. great peace that. trouble remembering without drugs. that’s work next time, getting numbness anger that.",490
"1678","doc 2600","ap: first time since funeral i’ve brought out.",73
"1679","doc 2602","ap: shelley said, “mom, you’ve really got look make sure they’re okay put out.” last seven years look pictures, obviously using. wanted make sure weren’t obviously using pictures there. recorded phone right christmas, flopped couch, passed using, head cereal bowl.",410
"1680","doc 2604","ap: helped look that. might perpetuate anger. don’t_know feel right_now. i’m trying think else.",151
"1681","doc 2606","ap: joined other; they’re primarily mom sites, closed facebook pages parents loved ones addicts dead. one grass, national organization doesn’t chapter minnesota. it’s twelve-step program moms anybody who’s lost loved one. it’s primarily mothers. it’s just disgusting look at, it’s healthy site people vent.",397
"1682","doc 2608","ap: yes, many women moms can’t get it. show posts it. probably can’t get it. there’s another one compassionate friends, it’s way. find there’s little support people_like twin cities. there’s gloria’s group, dean can’t stand her.",316
"1683","doc 2610","ap: still don’t even know time spencer died at. says death certificate, says two afternoon, probably died that. greg couldn’t get ahold us, talked medical investigator talked greg. greg told us house spencer died. coming back church. didn’t get one. residents traumatized. twenty vehicles cornered off. police investigators interviewed eight them. said, “i don’t_know this. i’ve got traumatized people.” said, “we can come talk them.” greg said, “would you?”",700
"1684","doc 2611","dean shelley went monday night, day spencer died, always group meetings. packed. told told felt told happy spencer sober house. thankful there. told give hope, there’s much hope recovery. everybody crying. beautiful girl, absolutely gorgeous, just sobbing. saying, “i feel bad put parents through.” many said that. lot_people live sober home parents disowned addiction collateral damage addiction. soothing dean hear outreach gave. several came us afterwards told us much liked spencer, kind compassionate person was, really helpful me. that’s brought be. person found show everything show laying found. roommate show room. laid bed see see alive. helpful.",1220
"1685","doc 2613","ap: oh yes. we’ve back couple times now. met woman there, probably two three weeks ago, came said went fairview time spencer did. developed friend relationship. just wanted know impact spencer her. said, “i just remember jamie aidan just come back boy scout meeting. little boy scout outfit running around fairview recovery plus floor.” just hearing things, can think of, sometimes don’t want hear stories friends high_school stole something. i’ve heard bad last seven years just hear something good just nice.",724
"1686","doc 2615","ap: yes. wanted j. r., pastor, open addiction. gone.",85
"1687","doc 2617","ap: can give cd want.",42
"1688","doc 2619","ap: it’s you. kind addiction based sermon. just_said didn’t want sugar coat anything life, want celebrate life. good parts life. wonderful life addiction took over. kind two parts. good friend john talk. john talked lot younger days growing knowing struggles spencer went through. greg sober home guy, spoke addiction. lot_people sober home attendance. think four pews filled people.",588
"1689","doc 2621","ap: yes. several high_school friends attended said, “we just knew good guy spencer drugs took over. that’s memories him.” don’t_know many people; lot_people there. end, j. r. just gave; gave hands back kind thing said serenity prayers closing. powerful. j. r. gets pissed off.",395
"1690","doc 2623","ap: pastor. third heroin death since january.",61
"1691","doc 2625","ap: third fourth. church always hosts stuff retreat recovery stuff.",94
"1692","doc 2627","ap: it’s wayzata community, it’s ucc church. reason started going spencer’s addiction. friend mine goes, says, “you come service me. it’s calm soothing.” met building grounds guy there, who’s former addict.",289
