"","sentence_id","id","sentence","nchar","doc_id","description","family_experience","treatment_prof","personal_experience"
"815","428",2,"made chronic","12","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"816","429",2,"impaired action substance heroin side effects illegal lifestyle horrible years","78","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"817","430",2,"impairment makes condition chronic","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"818","431",2,"view","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"819","432",2,"famous surgeons living opiate addiction successful career problem providing clean morphine","90","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"820","433",2,"think addiction hopeless chronic disease say","44","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"821","434",2,"factors contributing","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"822","435",2,"misconception","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"823","436",2,"treat effects bad conditions living impairment lifestyle","56","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"824","437",2,"group treatment now years already continue end life","51","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"825","438",2,"small number group people recovering way","40","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"826","439",2,"Recovery term understood many ways","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"827","440",2,"Recovery States well think hijacked term abstinence idea","56","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"828","441",2,"Recovery means get terms able live normal life substance without choose","71","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"829","442",2,"integration part society substances really make difference","58","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"830","443",2,"degree control","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"831","444",2,"group treatment long term opiate addicted people","48","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"832","445",2,"example alcohol cocaine see people come treatment period time ahead life get terms come back years get treatment","112","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"833","446",2,"pattern see","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"834","447",2,"see anymore","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"835","448",2,"people come group therapy","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"836","449",2,"Swiss patients","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"837","450",2,"hate groups","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"838","451",2,"love groups think groups helpful","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"839","452",2,"started many groups ended people","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"840","453",2,"think luxurious position offer treatment","40","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"841","454",2,"countries Germany fewer resources","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"842","455",2,"treatment system depends much group approaches resources","56","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"843","456",2,"still enough funds finance treatment","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"844","458",2,"Also becomes stigmatization wanting people know use","51","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"845","459",2,"thing really happy","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"846","460",2,"patients really ready political involvement","43","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"847","461",2,"example","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"848","462",2,"user unions advocacy groups","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"849","464",2,"patients sometimes feel little bit sick","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"850","465",2,"voice patients speak","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"851","466",2,"issue Alcoholic Anonymous want stay anonymous safe space","56","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"852","467",2,"Lately people coming say happening parents speak advocacy","57","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"853","468",2,"actually getting legislation change speaking","44","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"854","469",2,"important","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"855","470",2,"makes politicians move","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"856","471",2,"step","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"857","472",2,"problem","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"858","473",2,"come say patients problem","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"859","474",2,"got Narcan available","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"860","475",2,"law called Good Samaritan Law call person overdosing rather just drop leave","75","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"861","476",2,"group mothers lost children lobbied legislators","47","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"862","477",2,"teary made huge impression incredible vote almost unanimous","59","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"863","478",2,"important really hard hear","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"864","479",2,"Sometimes think fault active start used","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"865","480",2,"think pushed beginning evolved patients beginning whole political process well","78","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"866","481",2,"still bit stigma still","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"867","482",2,"overcome stigma","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"868","483",2,"overcome different treatment model","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"869","484",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"870","485",2,"lots stigma still","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"871","486",2,"try work closely general practitioners think see lot people substance problems come substance problems reasons","110","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"872","487",2,"think important role screening prevention trying make people realize understand risks drug substance use","104","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"873","488",2,"well stigmatization strong","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"874","489",2,"General practitioners say want deal","35","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"875","490",2,"opening Pandora box","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"876","491",2,"much","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"877","492",2,"want know","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"878","493",2,"problem","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"879","494",2,"problem","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"880","495",2,"medical school training addiction","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"881","496",2,"started improve","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"882","497",2,"new concept now medical students","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"883","498",2,"Society Addiction medicine invited contribute program getting better","68","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"884","499",2,"think learning Canada","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"885","500",2,"Canada pretty ahead way","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"886","501",2,"medical students already bit addiction medicine frequent","56","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"887","502",2,"underrated","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"888","503",2,"think medical students already practice get experience working people substance use problems","92","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"889","504",2,"emphasize courses reflect stand substance use","45","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"890","505",2,"Using lot Ritalin able study enough pass","40","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"891","506",2,"starts understanding perception problem phenomenon","50","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"892","507",2,"get normal approach","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"893","508",2,"still lot","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"894","509",2,"general practitioner sometimes think really hard job","52","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"895","510",2,"still much paternalistic way understanding medicine","51","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"896","511",2,"expert tell patients","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"897","512",2,"listen tell harder even harder","30","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"898","513",2,"still listen throw treatment","28","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"899","514",2,"want see anymore want","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"900","515",2,"ones also hear lot","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"901","516",2,"know lot general practitioners really good approach addiction","61","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"902","517",2,"really good","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"903","518",2,"people people","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"904","519",2,"ones talking say old generation","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"905","520",2,"coming end now","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"906","521",2,"ones sixties now","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"907","522",2,"just grown way","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"908","523",2,"younger practitioners think differently still educated well enough field","72","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"909","524",2,"big lack knowledge","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"910","525",2,"thing heard ask take remove course time packed","46","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"911","526",2,"teach","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"912","527",2,"really work lot motivational interviewing approach","50","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"913","528",2,"approach lot alcohol therapy field","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"914","529",2,"Miller Rollnick back sixties","28","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"915","530",2,"helpful","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"916","531",2,"now adopted medicine working chronic diseases","45","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"917","532",2,"works intrinsic motivation","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"918","533",2,"trying make people want change sake","35","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"919","534",2,"approach helpful working people obesity diabetes HIV","52","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"920","535",2,"manage long lasting condition motivation active manage health","61","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"921","536",2,"approach think already taught medical students attitude","55","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"922","537",2,"use","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"923","538",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"924","539",2,"Understanding advocate intrinsic motivation therapy work otherwise","66","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"925","540",2,"forget treating people know really want","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"926","541",2,"therapy starts","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"927","542",2,"sounds pretty trivial many doctors really talk patients want really want take pills example","91","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"928","543",2,"behalf adherence","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"929","544",2,"half pills prescribed really taken","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"930","545",2,"also result","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"931","546",2,"really cares patients actually think","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"932","547",2,"shift medicine moment slowly understand patients human well job together","72","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"933","548",2,"just saying","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"934","549",2,"also Internet stuff contributing patients inform","48","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"935","550",2,"getting role victim getting active good","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"936","551",2,"think important points approach","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"937","552",2,"Ever Arud founded years now always growing","42","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"938","553",2,"think also good thing see","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"939","554",2,"think offer treatment fits","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"940","555",2,"still long way continue grow still many people coming treatment find treatment fits","83","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"941","556",2,"want hear stop","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"942","557",2,"way","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"943","558",2,"bad","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"944","559",2,"Feeling doctor frustrated want talk just supposed stop","54","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"945","561",2,"still potential grow","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"946","562",2,"always true","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"947","563",2,"never say full","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"948","564",2,"therapists busy just employ new therapists","42","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"949","565",2,"turn away","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"950","566",2,"never","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"951","567",2,"really believe low threshold treatment","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"952","568",2,"use window opportunity","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"953","569",2,"Whenever feeling need assistance ready offer hours","50","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"954","571",2,"people starting Minneapolis","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"955","572",2,"think waiting terrible","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"956","573",2,"Many children dying getting moment especially young people","58","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"957","574",2,"finally somehow twisted arm wait days","37","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"958","575",2,"Scotland several times assist","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"959","576",2,"open heroin assistance treatment now taken years lobbying sharing experiences","77","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"960","577",2,"waiting list weeks opioid addiction get admitted agonist treatment","66","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"961","578",2,"just impossible","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"962","579",2,"way","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"963","580",2,"just walk minutes treatment","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"964","581",2,"call low threshold","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"965","582",2,"prove","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"966","583",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"967","584",2,"thing take urine specimen prove opioids system","46","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"968","585",2,"time urine analysis","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"969","586",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"970","587",2,"start opioid treatment intolerant","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"971","588",2,"dangerous","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"972","589",2,"Sometimes people coming saying need substitution treatment","58","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"973","590",2,"patient schizophrenic just pretending opiate dependent","54","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"974","591",2,"tell urine analysis","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"975","592",2,"opioids urine start treatment","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"976","593",2,"condition","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"977","594",2,"start right away","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"978","595",2,"opiate assisted agonist treatment important individualization able use many different substances possible","105","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"979","596",2,"started nineties around","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"980","597",2,"Now know medication different individual side effects","53","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"981","598",2,"People tolerate substances differently","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"982","599",2,"Now use buprenorphine slow release morphine heroin original substance","69","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"983","600",2,"important thing able","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"984","601",2,"long term treatment quality life","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"985","602",2,"find substance fits best individual patient","43","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"986","603",2,"methadone heroin","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"987","604",2,"perspective important","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"988","605",2,"amazing see life change patient methadone years thing around now changing slow release morphine","95","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"989","606",2,"patients say new life","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"990","607",2,"feel much better","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"991","608",2,"experience Buprenorphine","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"992","609",2,"think really important give choice","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"993","610",2,"medical indication substance best patient","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"994","611",2,"find best","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"995","612",2,"really happy Switzerland state heroin treatment","47","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"996","613",2,"still much restricted law","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"997","614",2,"just ask mean buprenorphine obtained pretty much pharmacy","57","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"998","615",2,"regular treatment","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"999","616",2,"think heroin available","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1000","617",2,"Absolutely","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1001","618",2,"problem","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1002","619",2,"years experience heroin treatment","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1003","620",2,"run largest heroin clinic Switzerland","37","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1004","621",2,"people heroin treatment years","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1005","622",2,"works exactly agonist treatment","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1006","623",2,"thing started treatment percent users using intravenously","57","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1007","624",2,"international European trend","28","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1008","625",2,"less less people injecting good","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1009","626",2,"get treatment","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1010","627",2,"injected well","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1011","629",2,"offer injectable heroin","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1012","630",2,"majority patients now shifted oral avenues","42","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1013","631",2,"question","8","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1014","632",2,"noticed patients started get oral heroin","40","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1015","633",2,"make sense","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1016","634",2,"understanding pharmacology heroin quickly transformed morphine","62","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1017","635",2,"reach brain form heroin","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1018","636",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1019","637",2,"amazed ones get oral heroin tablets use nasally","47","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1020","638",2,"onset action bit faster","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1021","639",2,"tablet","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1022","640",2,"tablet crush snort","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1023","641",2,"snorting still much safe injecting","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1024","642",2,"happy trend","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1025","643",2,"patients injection heroin treatment","35","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1026","644",2,"Forty percent shifted totally tablets","37","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1027","645",2,"think type tablet based treatment transferred regular treatment","63","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1028","646",2,"general practitioner give tablets away","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1029","647",2,"speaks","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1030","648",2,"little wary injectable heroin think risk doctors becoming dependent","67","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1031","649",2,"Well live risk","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1032","650",2,"think injectable heroin story","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1033","651",2,"onset fast dangerous","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1034","652",2,"injecting still supervised","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1035","653",2,"inject premises","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1036","654",2,"case overdose accidentally","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1037","655",2,"used alcohol benzodiazepines onset fast end overdose minutes","60","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1038","656",2,"people asked benzos alcohol injected","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1039","657",2,"know know risky guys use lot substances well","44","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1040","658",2,"manageable","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1041","659",2,"never die years","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1042","660",2,"died premises","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1043","661",2,"thing happen breathe less stop assist come back","47","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1044","662",2,"really dangerous long know proceed","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1045","663",2,"Anyways heroin tablets restrict take home dose days","51","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1046","664",2,"People heroin treatment tablets show least times week","53","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1047","665",2,"Considering long term treatment enable people live autonomously integrate society job family life","97","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1048","666",2,"show times week treatment center","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1049","667",2,"Traveling","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1050","668",2,"just thing","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1051","669",2,"think access tablets","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1052","670",2,"counterproductive","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1053","671",2,"aim treatments help people reintegrate society live regular life","64","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1054","672",2,"restrictions makes impossible engage regular lifestyle","54","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1055","673",2,"Can people take home","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1056","674",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1057","675",2,"Ninety percent patients regular agonist substance treatments","60","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1058","676",2,"treatment offer licensed facilities","35","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1059","677",2,"clinic side river","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1060","678",2,"Ninety percent patients treat regular agonist treatment least week take home problem","84","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1061","679",2,"control","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1062","681",2,"Many work business travels","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1063","682",2,"come time","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1064","683",2,"people start way come day","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1065","684",2,"exception","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1066","685",2,"psychosis deep depression suicidal psychological reasons able handle take homes","79","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1067","686",2,"lose control dosing exception","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1068","687",2,"different police heavily","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1069","688",2,"useless","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1070","689",2,"way institutionalization","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1071","690",2,"causing harm impairing patients","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1072","691",2,"kinds people hang around trying sell","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1073","692",2,"brings culture trying get away right place trying get better","60","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1074","693",2,"treatment now stigmatized many people even say","46","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1075","694",2,"want","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1076","695",2,"Many treatment centers refer methadone","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1077","696",2,"Suboxone Vivitrol","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1078","697",2,"think States general practitioners allowed prescribe","52","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1079","698",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1080","699",2,"methadone","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1081","700",2,"allowed certain number patients DEA drug enforcement agency","59","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1082","701",2,"substances advantages disadvantages","35","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1083","702",2,"Ultimately got user decides","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1084","703",2,"state government","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
