"","ID","paragraphs","nchar"
"1712","doc 2674","[end of part i, beginning of part ii]",37
"1713","doc 2675","ms: so, i say that i am going to go to aa. and i am sure they are thinking that this guy is not going to aa, right? they think that i am just going to go get high again and then he is gone. and i didn't go back, so they never found out actually, until i met her much later. ",274
"1714","doc 2677","ms: i did. i went to an aa meeting that sunday morning in this club house, the only one that i was aware of at the time in rochester. i don't think there was another one. it was on third avenue. there were three guys there over seventy. ",237
"1715","doc 2679","ms: that was the group i walked into. yeah, and i don't know what they said, i cannot remember. but i went back the next sunday.",128
"1716","doc 2681","ms: that's all that was recommended. once a week. that’s what people did back then. ",84
"1717","doc 2683","ms: 1974... no, 1975... ",24
"1718","doc 2685","ms: no, it was '74 still. ",26
"1719","doc 2687","ms: and people went to one aa meeting a week. that is what they did and that is what they told me. come on back next week. that is how you went to aa then. ",156
"1720","doc 2689","ms: that was reinforced over time too. if things are really, really bad, maybe you go to another one. maybe you call your sponsor and talk to people. but you couldn't really go to another one. ",193
"1721","doc 2691","ms: because i moved around with school, you know, so all the sudden i was in places where people went a lot. i didn't know about that transition. ",146
"1722","doc 2693","ms: so, i go back and these guys... i mean, i felt really connected with these guys. it was that same description in treatment. they understood me, they accepted me, they validated me, they valued what i had to say. i hardly talked, but they listened. they supported me and cared for me in ways that i was completely lacking. i hadn't had experience with it, so i went back. and whatever i wasn't getting at sunrise, i got at aa that morning. i know i got it. i got there out of pure desperation. i called my dad, i went to this sunrise place. i walk into aa, which i was supposed to do after treatment months before. ",618
"1723","doc 2695","ms: right. right back to the home where everything went on and school where everything went on. so, aa was like an oasis or something for me. these people really understood me and really cared for me. the meeting grew rather quickly, so it came to be men and women. there were several women in this meeting. it never got big, twelve or fourteen people maybe. but there was a police officer, a real-estate agent, and a teacher. a couple of docs started showing up, a nurse was there. there was nobody my age. nobody even close. so, i was going to aa, staying sober, working in the lab, and then trying to figure out what to do with myself. i was living with linda by this time. i learned how to fly-fish with a guy who worked in a different lab. i always wanted to fly-fish for some reason. i was doing that a lot in the spring and summer, because i could. i did it by myself because i had no other friends my age, really. there were two other guys, one worked in the lab and one worked with the animals in the kennels and stuff that were close to my age. one was about my age and the other was a little bit older. so, they kind of became friends, but beyond that, i was mostly by myself and with linda, trying to stay sober, going fishing or whatever. and the meeting grew and because i was so young, there was a lot of parenting in addition to everything else that goes on in aa. ",1381
"1724","doc 2697","ms: yeah, just because... because, i was a kid. ",48
"1725","doc 2699","ms: yeah, it was. it was great. i know in a lot of treatment now, it is important to separate adolescents from adults, but there's something to it. i really got a lot out of it. so, i am going weekly and i am going on six months. i am feeling better than i have in my life. my job is great. i am just having a ball at work, in a lot of ways. i am getting close to a couple of these fellows and i really enjoy my work and i really got it down. i am able to learn some stuff too. one thing that dr. donald did, two things: at the end of an experiment, after animal surgery, you know it is just a mess. so, my job is to clean it all up, right? and wash all of the instruments and prepare for the next day, for the next surgery. but, if he did the experiment or if it was in his lab, he stayed and did all of that with me or with the other technician. if he stayed, the fellows stayed. so, it was this whole group of people gets done really quick and everybody goes to their offices except us and we stay in the lab to go do other things, because there is a lot to do. and when he didn't stay, the fellows all disappeared too. there were no rules about this of any kind, but it was absolute. if he wasn't there, they didn't stay. he was remarkable that way. and then we had a monday morning lab meeting, every monday morning. and they would present their research and they would present their speeches they were about to give at conferences. they would just talk, have these remarkable discussions about physiology and about what they were doing and ideas. what else we can do? how can we solve this problem? for me, it was just fantastic. it was just fascinating. in one of the early meetings that i attended, dr. donald presented a talk he was about to give at a major medical conference. it was something about cardiac physiology. so, he presents the whole thing and usually when they presented, then everyone there, the six or seven people in the room, would start asking questions and commenting about the topic. he immediately stopped and then said, ""marvin, what did you get out of my talk?"" and i'm like, ""what?"" i'm still... i have no self-confidence, i am really shy. i don't want to answer this question. but i do, i tell him what i got out of the talk, you know? i am wondering, why would he ask me? in the process of asking me, he engaged me. you know? i am a part of this team, which was amazing. i felt that, too. and after i said my answer, he said, ""that's good, i'm glad because i am going to be talking to a group of physicians that are not physiologists and i gotta be sure that i can explain it in a way that they will understand. and if you do, they will!"" [laughter] and i'm like, ""wow. this is incredible."" i was valued in a way that i didn't expect. it was just an amazing experience. ",2806
"1726","doc 2700","so, i am being influenced by science in the lab, but also by people and caring. and in aa i am being influenced by the twelve steps and love and spirituality, i think. my life grows in all of those spheres. i am six months in and, like i said, i am feeling better than i ever have in my life. i miss a sunday morning. i just don't go. i didn't consciously decide not to go, i don't even know why i didn't go. i was just feeling so good i didn't go, thinking that i didn't really have to. sunday, i miss. monday, i open the cabinet, grab some cocaine and walk to the bathroom. and it wasn't even on my mind. there was no deliberate plan of any kind. what i didn't recognize in that moment, is that those three guys at the first meeting, had died in that six-month period. they were like these angels. they just disappeared. they died. and i didn't even think of it, it didn't even occur to me that this was an issue or a problem for me. i was so self-focused, so self.... i didn't go to funerals, i didn't even think of them, i didn't do anything because i didn't think it bothered me a bit. ",1091
"1727","doc 2702","ms: yeah. and there i was using. i didn't think that had anything to do with it. it took me years to figure out... which is weird to say that. ",143
"1728","doc 2704","ms: [laughter] yeah, maybe that has something to do with it. so, i had been meaning to ask this guy john to be my sponsor. and the reason i hadn't is because i hadn't done anything besides just show up at the meeting. i didn't read about it, i didn't socialize with anyone, i didn't do any of the steps. ",304
"1729","doc 2706","ms: no, luckily. john was like thirty-five, i guess. he had five years sober and i always liked what he said. i just liked listening to him. he kind of talked from a similar spiritual perspective that i thought of. and so, i did the cocaine and i walked back into the lab and... this is the worst day of my life. six-months and i am no longer sober, and to me, i tried treatment and that didn't work, my own efforts got me two weeks, and aa got me six. that doesn't work either. and they didn't tell me anything else that i could do. there is nothing else that works. there is nothing else. i don't know of anything else. i was never exposed to anything else. i think that i am hopeless. i did as much as cocaine as i possibly could, more than any other day in my life. i didn't even notice it because the pain was so bad of losing that, of what i had. so, i call john from the lab and he worked just a few blocks away in downtown rochester. i didn't know that, but he said that he was just three blocks away from me. he said, ""come on over to my office."" i lied and said, ""i can't, i have to stay and work until 5. so, i am doing as much cocaine as i can and this doesn't work. the pain doesn't go away. so, i go to his office at five o'clock. he has to coach his son's pee-wee football team out in biren, so he asked me to follow him. so, we talked just really briefly and i just sit on the sideline and watch him coach football. then we go to his house. i tell him what i just told you. i went to treatment, that didn't work. aa doesn't work either. and thank god, john says, ""you know marv, aa works fine, you just haven't started."" and he said, ""you come to the meetings, but you're not working the steps, you're not reading the books, you're not talking to anybody, you're not sharing yourself with anybody. you need to start doing that. aa works fine. i'm proof."" ",1871
"1730","doc 2707","so, i said, ""okay."" and i did exactly what he said. i mean, when i say exactly, he gave me this worksheet. he went to hazelden, too.  which was also partially why i was attracted to him as a sponsor. this sheet was a ten-step inventory sheet. so, it had thirty-one days across the top and all of these columns and rows that had on one side, a list of liabilities, and the other side, a list of assets. the liabilities were like laziness, dishonesty.... they were listed there, like twenty or twenty-five adjectives. and then the assets were their opposites, basically. he said, ""fill this out every night."" in addition to everything else that he told me to do. and i filled it out every night for five years, because i was so scared that i would relapse. and then it got so wrote i had to change it around. but, early on, in those first months, i had a black and white description of my behavior to look at. i was putting a ""x"" by dishonesty every single day, day in and day out. and lazy, and other things. i could see it. i didn't have a sense of my own behavior and that gave it to me. ",1089
"1731","doc 2709","ms: everything. i just couldn't be honest. i was so dishonest for so long that it was almost a ritual. most of the time it didn't even make sense to be dishonest anymore, but i did. so, john, he kept telling me, ""you know marv, this is an honesty program."" and that's all he would say. it wasn't done in a confrontative way, it was just, ""marv, this is an honesty program."" and i would think, ""well, why would you tell me that?"" [laughter] and he kept doing it. and finally, i realized, because i am looking this end, hearing this question, that i am always dishonest. it's time to do something about it. he was an ideal person for me. he never confronted me. i would tell him something going on in my life, like i'm having trouble with my girlfriend linda, or whatever. and he would just tell me some story from his life. it would always have some connection to what i was talking about. but he wasn't analytical. you hear that a lot of people in aa are always just really, ""go work step two."" or something, or go do that. it was never like that with john, it was just like, ""well, this is what i did."" [laughter]",1114
"1732","doc 2711","ms: and i think for an adolescent, if he would have been telling me what to do, i don't know what i would have done. he had kids just a little younger than me. he had a daughter that was maybe two years younger than me-- the oldest. and then maybe two sons after her. i don't know what he was like at home really, but i wasn't that much different that his own kids. ",366
"1733","doc 2713","ms: i don't even remember. a long time.",39
"1734","doc 2715","ms: so, i stayed in the lab and then these docs kept asking me what i was going to do with my life, suggesting that i go to school. especially the fellows would talk like that with me. i got this envelope in the inner-clinic mail, you know? those yellow envelopes. it was addressed to dr. marvin seppala. i still have it actually. someone just made a mistake and put that on there. and i had already been thinking that i liked what these guys do, and so i started thinking that i wanted to be a doctor like them. so, i go to john one day and i tell him, ""you know, john. i gotta go to college because i want to be a doctor."" and this is within my first year of recovery. most recommendations are don't do anything big in your first year. but i'm not paying attention to that, i really think that i should go to college. i've wanted to go to college in some points in my life but i didn't think it was possible. during my use i had just given up on it. it was not going to happen. now, it was like, maybe i could go to college. and if john were to have doubted me in any way though, or doubted my ability to do it, i would have just crumbled. and he knew me as a high school drop-out. that was it. high school drop-out, works at mayo, comes to aa, that's it.",1257
"1735","doc 2716","so, i don't know what he was thinking when i say that i decide that i want to be a doctor. but he said, ""you know marv, if it is god's will, it will happen."" that's how he answered me. those are his exact words. and i thought, wow, i guess that it is true. if it is god's will, it will happen. so, i just hung on to it. i started looking into schools and trying to figure out where i wanted to and how i was going to do it. my parents, i didn't even ask for money. i hadn't even seen them. i had talked to my dad that one time and that was it. and i assumed they wouldn't help because they said they wouldn't help. and my younger brother was off at college at the university of minnesota and we didn't really have a lot of money, so i kind of thought that there was no use even going down that path. i hadn't had any contact with them. i assumed they would stick with what they said. ",884
"1736","doc 2717","so, my kids are in their thirties now, and they both applied to multiple schools, right? like eight schools or something. and i decided in the end... i talked to one of the fellows a little bit about applying to college, but i didn't really talk much about it. i just decided that i was just going to do it on my own for some reason. just stupidly, you know? so, i apply to one school. i apply to st. olaf and i decide if i get in, i get in and if i don't, i don't. and i got in. so, on my one-year anniversary from that six-month relapse, i walk into my first classes. the neat thing is that i was in this dorm with all of these guys and they are all coming to college like it is some free-for-all, and i'm trying to stay sober.",729
"1737","doc 2718","so, i go back to rochester on a lot of weekends because i want to go to aa on sunday morning, which i don't tell them, but i might have told some of them. i went to an aa meeting in town, in northfield, too. i was still dating linda. and those guys, like one time, i was studying in the library all evening, which i did a lot of because my memory was just kind of shot. by the end of the first semester though, it was beginning to be quite good. it took a lot of effort. and i walked back to the dorm and in the entry was a big lobby and they were having a christmas party. i start for the punch because it is supposed to be a dry campus. that's laughable. it wasn't a dry campus at all. there were drugs and alcohol everywhere. but five guys come out of all corners of the room as i am walking towards the punch and grab me, ""marv! marv! we spiked the punch! we spiked the punch! stay away from it!"" ",901
"1738","doc 2719","one time, the second semester, i was somehow... i don't know what was going on, i can't explain it, i don't remember what was happening. but i am in the room known for people who smoke pot all the time, right? and there are about six guys and they are handing a joint around. and i am sitting in there and i am not thinking about using or planning on using, but i am there, which makes no sense of all. so, i must in some way be thinking about using. my next-door neighbor in the dorm, jack, suddenly shows up in the door and says, ""marv, come here. i've gotta talk to you about something."" and he gets me out of there. jack and five or six of these guys and i still get together. [laughter] and he got me out of there, somehow. and i had told these guys my story. ",765
"1739","doc 2721","ms: well they just said, that makes sense marv, you shouldn't do that. that was their response! you just shouldn't do that! it was true. so, they were just really practical. and they had no experience with addiction of any kind. so, that's how that all went. linda and i had decided to get married after freshman year, just stupidly. we're twenty-years-old, we get married. neither of us have money. she was working but she wasn't in school. she was taking some classes at the junior college in rochester at the time. we decided that we would go to school together. [laughter] which sounds just crazy, and it was. but we go off to drake university in iowa and went there and it all went well. neither of us get any help from our parents. her folks really can't help her out, so we're just getting grants and loans and i'm doing work study and she is doing some work study, which was just basically just a job at the school. and we were able to make ends meet. we both went to school and then i graduated a year before she did and got into mayo. dr. shepard, while i was in college was named dean of education of the mayo clinic. when i applied to medical school, well, the dean of the medical school opens a letter from his boss... [laughter] i had done my part in college. ",1274
"1740","doc 2722","after that first semester was rough, i got mostly b's and then it was almost all a's. ",86
"1741","doc 2724","ms: yeah, i started medical school a year before she graduated, so she was still at drake and i had an affair with a classmate. we almost divorced. it was just horrible. i mean... it hurt both of us equally. it was just awful. somehow, we stayed together, and we've been married forty-one years. ",296
"1742","doc 2726","ms: i know! and we love each other! ",36
"1743","doc 2730","ms: it's true. but it's just getting better. ",45
"1744","doc 2732","ms: so, i don't know, it's almost 5:30pm. we should probably meet again. ",73
"1745","doc 2734","ms: yeah, cause that's the trouble talking about my story. ",59
"1746","doc 2742","bloomington, minnesota",22
"1747","doc 2746","ys: yes, that's correct. ",25
"1748","doc 2748","ys: yes, i have agreed to be interviewed. my name is yussuf shafie. i am the ceo and the director of alliance wellness center. ",127
"1749","doc 2750","ys: i am an immigrant. i came from somalia with my family here back in 2001. i came in with my brothers, sisters, mom, and dad. grew up in burnsville, minnesota. believe it or not when i came here i didn't even know how to speak english. i've come a long way. education was very important in my family. my mom made sure we all studied and went to college. i graduated from burnsville high school back in 2006. although i had been passionate about social work and mental health and addiction since i was a little kid, i don't know why. in our community there are people that have addiction or mental health issues and are stigmatized. i wanted to create awareness and educate folks. in order for me to do that i had to go to school. i went to inver hills community college for my associate's degree because i'm cheap [laughs] and it went really well. my first semester actually was horrible. i didn't do so well. i failed all of my classes. i was young, playing basketball, chasing girls. an immature eighteen-year old. i didn't do well. it messed up my confidence a bit, which was good. i think it's the best thing that's happened to me. ",1138
"1750","doc 2751","so that happened. i got a letter from financial aid saying they were going to take my financial aid away if i didn't get my grades up next semester. i thought about all the hard work that my mom has done for us and my family and how hard we worked. my second semester i worked really hard. i got my act together and got all as and bs, and i graduated in 2009. i went to metro state for my bachelor's in social work. ",416
"1751","doc 2753","ys: i was about ten, eleven years old. ",39
"1752","doc 2755","ys: it was kind of a blur. i was young and i don't remember much. it was a good life. we didn't have much, but we had enough. i've learned that we have a lot of privileges here in the us. health care, education, safety. it depends on where you're from. there are parts that are really great in somalia and there are parts that are—even before the civil war—there were a lot of great things. ",391
"1753","doc 2757","ys: actually i was born in kenya, but i was raised here in the us. i was born and raised in kenya, and then my mom and dad are from somalia so it was like a next door neighbor. when the civil war broke down all the people went to the neighboring countries. i speak swahili as well. i speak somali and swahili even though my swahili is only eighty percent now, or seventy percent. i'm kind of losing it. so yeah i was born and raised in kenya but my parents are somali. my mom traveled between somalia and kenya. it's like here to wisconsin kind of a thing. a little bigger, but you get the picture. people drove back and forth, and my mom was a businesswoman. ",660
"1754","doc 2759","ys: she ran a trucking business, which is not common for women to run that kind of business back home, but she was a hustler and that's where i get this working for myself. i've never believed in working for someone, or i've always been a risk taker and things like that, and that's where i get that from. that's a little bit about my childhood. came to the states, worked really hard, learned english in esl. i did go through a lot. ",434
"1755","doc 2761","ys: middle school and high school. ",35
"1756","doc 2763","ys: i got my bachelor's from metro state back in 2012, and then i decided if i wanted to do something i should go get my master's. i decided to go to the u [university of minnesota] and get my master's. when i was going to grad school my sister called me one day and she said, ""hey, we should open a somali restaurant in burnsville,"" and i'm like, ""you're crazy."" i hung up the phone. she called me back three times and i knew she was serious. in 2013 we started the restaurant and it did really well. it took off. we had a star tribune article, and some big publications in minneapolis st. paul magazine, and the dakota tribune, which was a big article in dakota county. we did really well, and that's how i got the money to start what i was passionate about with alliance. i did that for about two and a half years, and i thought, ""i don't want to do this."" i'm passionate about mental health and chemical dependency. ",920
"1757","doc 2764","back in 2015 when i graduated from grad school i worked in minneapolis public schools [mps] for about a year in cuhc [community university health care center] clinic for about a year in minneapolis where i learned a lot about addiction and mental health. it's an fqh, federally qualified health care center. it's owned by the university of minnesota technically. ",363
"1758","doc 2766","ys: yes. my msw [master’s in social work], lgsw [licensed graduate social worker]. i did my internship at cuhc, so i did a social work triage position for about eight hundred hours or whatever the internship was. after that they hired me as a mental health practitioner, so i was working there for about a year. i was in the process of starting alliance as well. kind of a lot going on at the same time. ",404
"1759","doc 2768","ys: it is. my sister manages it. it's about ten, fifteen minutes from here right in burnsville. if you look up african restaurant it will come up. i did that, and that's where i learned the business aspect of things. i'm a social worker, i can't do math. [laughs] but i learned all about managing budgets and things like that. i learned a lot from the restaurant and starting and being patient and things like that. ",416
"1760","doc 2770","ys: they are. they really are. food brings people together. i did that, graduated, and started alliance. i've been in business for about two and a half years now and we're doing really well. things are going really well for us. we have a day group, alliance wellness, that works with the east african population that is culturally specific. we have twelve beds where we lodge them, so they go into treatment and then they go to the house too. ",443
"1761","doc 2772","ys: a couple houses, yes. ",26
"1762","doc 2774","ys: of course. i think in our culture people are always skeptical about alcohol and drugs and any addiction. i think in our culture we have black and white thinking, which is never a good thing. either you're crazy or you're not. either you're a drunk or you're not. either you're a good person or you're a bad person. there's no in between. that's my biggest frustration. the religious aspect doesn't help. because you're a muslim you're not supposed to drink alcohol; it's forbidden. and i'm like why do we have fifteen clients in a group right now that are talking about alcoholism and addiction? and they're muslim. it's like the elephant in the room. the worst thing you could do is drink. it's like being the priest's daughter and getting pregnant. it's like the worst thing. ",782
"1763","doc 2776","ys: no, you're not. it's horrible. people are shunned, and it's pretty bad. especially for women. you're a woman, you're a person of color, you're a muslim, and you're an addict. it's like it's the worst thing. you're down on the bottom. i think education and awareness are the most important. these things are not going to go away. ",333
"1764","doc 2777","when you move to a culture—america is giving a lot of immigrants a lot of opportunities, but also you pick up the bad habits to some extents. ",142
"1765","doc 2779","ys: kids having sex before marriage, kids partying. back home it's more family oriented. you respect the elders and things. kids are just not that bright to be honest. with cell phone technology and things it makes things a lot easier. the stigma piece—i think people are just not educated and so they tend to judge and be judgmental. i think people don't even know what to do as well. they don't know how to deal with addiction—the families. and the clients, too. all this happens, you're in detox, you're miserable. and pride. we're very prideful people. like, ""do i want to get help? now yussuf will know my problem now. and he might know my mom or my dad."" ",661
"1766","doc 2781","ys: oh yeah. there are people that want to come help here. people might say, ""well, you're a somali. what's the big deal?"" yeah, but sometimes it might not be a good fit. just because you're somali doesn't mean they'd be a good fit. i always make that comment when i do conferences or talk to people. the assumption is that if you're from the same culture—",356
"1767","doc 2783","ys: i think education across the board is important. i'm a big advocate for that. ",82
"1768","doc 2785","ys: well, i know twenty people i can tell you about. a lot of them don't get support. in a western, white, american culture it's easier for someone to support you, or to come to aa with you and things like that. it's a little more socially acceptable. if your son or daughter is using you could kind of assist them and get them help. ",334
"1769","doc 2787","ys: for us, no. you're not helping at all. she doesn't even speak english. how's she going to help you get into treatment? or she doesn't understand it. ",153
"1770","doc 2789","ys: yeah. ""why don't you stop?"" and they always tell me that. ""if amy just stops drinking, she's really a good person."" well, yeah, but why is she drinking in the first place? let's find the underlying issue. amy didn't just pick up prescription pills. maybe she had a back pain issue and the vicodin wasn't enough so now she's buying street drugs. because there's always an underlying cause. there's always pain under that addiction. i think people don't understand that and it's hard for them to fathom. ",506
"1771","doc 2791","ys: oh yeah, huge. mental illness is more accepted than addiction. the interesting thing is that ninety percent of my clients are concurrent. a lot of them have mental health issues. they self-medicate themselves to cope with their mental illness. the addiction starts because the mental illness is not met. mental health issues are not being treated so they self-medicate by using drugs and alcohol. ",401
"1772","doc 2793","ys: no, it doesn't matter. to some extent if you have mental health issues you are the crazy one and it's not acceptable. they will kind of feel bad for you. rather than if you have severe mental health issue and then you come home drunk or high now it's a problem. in the reality you're treating your mental illness and that's what the issue is. oftentimes we find that when we treat the mental health issue and get you get people stable on medication and they see the psychiatrist things are a lot easier to deal with. the addiction can be treated because you're stable. if the mental illness is like up and down and you're not medicated or you're not seeing a psychiatrist and you're not stable then it's not going to work. you cannot treat your addiction. we try to tackle both. ",783
"1773","doc 2795","ys: yeah, supportive housing. ",30
"1774","doc 2797","ys: yeah, of course. language is really important. ",51
"1775","doc 2799","ys: it's really good. some do well and some don't do well. we teach them some life skills. they all have some chores. they all have to go to aa. they have to learn how to make appointments for themselves. they learn life skills. some of them might not get along. they fight about pickles and ketchup, who knows. there's always something. a lot of them are homeless, so in the winter we are more busy. so right now we have twelve beds and we're full. in the summers it's a little bit slower because people tend to go outside and have a good time. ",546
"1776","doc 2801","ys: that's one of the daily commands. we apply for grh [group residential housing] or apply for some type of long-term housing for them. so that way by the time they graduate here they can find something. ",205
"1777","doc 2803","ys: where do you want me to start? [laughs] ",44
"1778","doc 2805","ys: that's true, it is. we have a couple clients that have graduated, a couple that show up at least once a month out of gratitude, thankful, have two jobs. this guy came from jail. he had like four dwis. chronic alcoholic. everybody disowned him in his family. his wife, his three kids. now he's back with his wife and kids and working two jobs. it took six months of hard work with him. he did some outpatient too and is doing aa. ",433
"1779","doc 2806","people lose hope when they are at rock bottom. sometimes when you lose hope people are incapable of doing anything. hope is a big thing. i think a lot of people are like, ""shit, what do i have to lose?"" i'm in jail for a year now, i have four dwis, my wife left me, my three beautiful daughters left me. my mom won't even talk to me. what do i have to lose? they throw in the towel. i think when you give people hope—it makes a big difference when you give people three meals a day and a place to stay. it makes a huge difference. you educate them and you give them opportunities and you believe in them. i think you see a difference in people. ",645
"1780","doc 2808","ys: actually i don't to be honest, which is actually kind of interesting because i would say sixty percent of my staff are in recovery. that is always good because we need people with that experience. personally i don't. nobody in my family has addiction. i do have highly addictive behaviors as some of us do. i don't have any addiction issues. i've always been passionate about it. i've always understood it, and i was always curious. i'm very passionate about helping people that are underserved. i thought that my community needs me, and why not do my own thing. it took me a lot of years to think about this and to plan and go through all the dhs and all the stuff. it's not easy. it's a lot of work. ",706
"1781","doc 2810","ys: in the day group we have about twelve to fifteen. we also have the evening group that is mostly white or black—it's not culturally specific. then we have a sunday group. in total i would say we have about thirty to thirty-five. ",232
"1782","doc 2814","ys: it is so up and down. winter is a little more busy. people are more depressed. summer is down. the numbers are more like fifteen to twenty. ",144
"1783","doc 2816","ys: yeah. that's how it is for the big people with the clients too. ",68
"1784","doc 2820","ys: we have many models. i think the most important thing is to meet people where they're at. that's the first important thing. we need to figure out if they have toothpaste. let's go to wal-mart and get them some toothpaste. let's not worry about the alcoholism or the opioid addiction right now. he needs a towel and some toothpaste and we'll start with that. let him get some sleep tonight and make sure he brushes his teeth. dignity is very important. he showers and tomorrow morning he comes and we will treat the mental health issue, the addiction issue. meeting people where they're at—i'm a big fan of that. ",616
"1785","doc 2822","ys: oh yeah. harm reduction is so important. that's my frustration sometimes. you have to understand the client and where they're at. a lot of people don't understand. there are big companies out there that have their own policy. ""our policy is we cannot buy a client toothpaste."" well, yeah, that doesn't help anyone if he can't brush his teeth. he's probably afraid to talk to you. do you see what i mean? i think motivation is a big thing that we use here. emdr [eye movement desensitization and reprocessing] is something we use, cbt, and dbt is big. i think the most important thing is just treat people like human beings. that's the most important thing. i think a lot of people struggle with that. ",705
"1786","doc 2824","ys: yes, we invite people. i have been trying to establish a muslim twelve-step based—there's a lot of need for that. i wear so many hats and i've got so much stuff to do. i just need to find the right person to help me with that. it's just really important. ",259
"1787","doc 2826","ys: yeah, the higher power, god—i don't know how it would look. i actually should sit down and think about it. ",111
"1788","doc 2828","ys: yeah i know they did something in new york, but i don't know. i want to do more research and figure it out about na or aa for a twelve-step model, but i think there's a need for that. again, the same token, the whole ""let's hold hands and sing kumbaya"" is all a western, american cultural thing. we have to find a way. in fact, i had a client that has graduated and is doing really well that talked to me about wanting to start a support group. that's his thing. he's a big fan of that. so, i've got to support him in doing that. i got him a space he could do. we maybe do a weekly meeting or something. ",608
"1789","doc 2830","ys: i'm just a small, tiny guy. i think we need more counselors, number one. ladcs [licensed alcohol and drug counselor] in general because there's not many in the field. also, people who are culturally competent are very important. culturally competent is kind of a broad word, but people that are sensitive to other people and other cultures are really important. i think also it's important with policy. they keep cutting budgets and all these things. it's just going to keep getting worse. it's not going to get better. whoever is in charge, the big boss, and they read this book we need more funding. i had a professor that used to say, ""funding drives practice."" which is true. you have to make sure the bills are paid. ",726
"1790","doc 2832","ys: it costs so much money, amy, to put you in jail and prison than it would cost me—like ten dollars a day. that's just hypothetically speaking, but it's a hundred dollars in the county jail a day. with these ten dollars you get three meals a day and treatment. you're learning about how your mind thinks. you're not just sitting in the cell for twenty-three hours. that's not going to do any good. for you and for me because i'm a taxpayer too. ",447
"1791","doc 2834","what can you tell me about your clientele and opioids?",54
"1792","doc 2835","ys: we have been seeing a lot of that recently. ",48
"1793","doc 2837","ys: heroin, prescription pills, benzos. i think a lot of them especially in the somali community there are a couple cases. we had one guy that od'd and passed away. i have clients that say—we talk about it in group. a lot of the guys are more alcohol than opioids and they call it the rock. ",291
"1794","doc 2839","ys: yeah, like rocks. it's a street name i think. what they do is basically they're saying, ""i'm an alcoholic, but alcohol will not kill me."" so they're discriminating against each other. it's very interesting. ",211
"1795","doc 2841","ys: i'm like really? i tend to challenge them. ",47
"1796","doc 2843","ys: i don't see much meth. somali women i see it. ",50
"1797","doc 2845","ys: child protection cases, yes. we see a lot of alcohol. opioids have increased. our numbers have been increasing. a lot of them it starts with a car accident and back pain, or an accident in football, baseball, or basketball. you have to be mindful of this. my mom had back surgery and he gave her a prescription for ninety pills of oxycontin. i was like, “dude what the hell are you doing?” my ladc—that kind of thing. i'm not ladc but my treatment director in me was like, ""that's a lot of pills."" and that stuff is highly addictive. we have to make the doctors responsible. ",579
"1798","doc 2847","ys: how does he feel about suboxone or methadone?",49
"1799","doc 2849","ys: i love it. i'm a big fan of all avenues of recovery. what works for you might not work for me. i've challenged people that say, ""well..."" whatever works for you i'm a big fan of that. ",188
"1800","doc 2851","ys: yes, if you do it right. ",29
"1801","doc 2853","ys: yeah, or we have people that have [unclear]. i was looking into establishing one actually. ",95
"1802","doc 2855","ys: yeah, what was his name?",28
"1803","doc 2857","ys: yeah, suboxone is really good. i know. ",43
"1804","doc 2859","ys: i think my biggest challenge is housing. i want to house people and it's important—because what happens sometimes to be honest is we find someone, treat them for ninety days and they do well, and then after that we have to, not kick them out, but insurance will only pay for so many days. we have to form them back into the community. apartments are usually good because they have [unclear] or they didn't pay their rent. a lot of them don't have a job. if we can get them into the grh. i need some type of long-term housing. even if they can get a place to sit for another four, five months until they figure things out. what happens is they go back to the streets, they relapse, they come back to treatment. resources are not there and it's a waste of money if you ask me. you give people three months and a place to stay they will likely get a job, or at least a place to take their meds. so housing is my biggest challenge. if i could find a place to house people i think it would be good. i think that's one of my goals is to find long-term housing for people. ",1070
"1805","doc 2861","ys: getting a contract with the county. or figuring something out. ",67
"1806","doc 2863","ys: yeah. or anybody. it takes so long for us to get someone discharged because they can't find a place to live. i have a couple guys right now that are ready to graduate and we don't know what to do with them. we give them an extension for thirty days. sometimes i honestly do a free service for them because they have nowhere to go honestly. ",344
"1807","doc 2865","ys: oh yeah. obviously when someone is using they steal, cheat, and lie. it's not the person so much as the addiction. a lot of families don't understand that. they say, ""oh, amy, she's an asshole. she stole a hundred bucks from me!"" well, yeah, you left a hundred bucks on the counter and she's an addict. what are you going to do? the families don't understand that. we have to educate the family. don't leave the hundred bucks. ",431
"1808","doc 2867","ys: i do. they don't come. i don't blame them. one is transportation. i think a lot of immigrant families are working two jobs and trying to support them, so time is of the essence. i think they're also skeptical about me to do their dirty laundry. because of pride and ego. ",275
"1809","doc 2869","ys: no, honestly i think a lot of them are skeptical about me and i don't blame them. if i was a somali guy who was an alcoholic i probably wouldn't go see yussuf too. to be honest. ",182
"1810","doc 2871","ys: because of the stigma. it's a small world. everybody knows everybody. it's a small community. i think pride and ego are a big thing, too. i think a lot of people are skeptical sometimes. i think an important thing for a lot of families is they don't understand it. they have no clue. they love their kid and will do anything for them, but the kid or whatever, the person, the client, has cheated on them, or yelled, or lied, and they've bailed them out twenty-five times. ""we are just tired. stop it. shut up. leave us alone.""",530
