"","ID","sentences","nchar"
"8473","doc 11590","vietnam over still mess",49
"8474","doc 11591","hotel course just drank goofed",68
"8475","doc 11592","physical next physical hearing inadequate",76
"8476","doc 11593","hearing loss know moment",61
"8477","doc 11594","told sign release wanted army want cover hearing",127
"8478","doc 11601","donald just recently looked going army years stay years",97
"8479","doc 11602","think life",46
"8480","doc 11603","gotta kidding like long going stay here years",76
"8481","doc 11604","told story even just looked going army hearing loss without release think wise",182
"8482","doc 11605","turns royal airforce",50
"8483","doc 11606","tell then learned later",47
"8484","doc 11607","later talk said watching gave talk walked behind stage woman mayo development department young woman came",187
"8485","doc 11608","just seen saturday night second time ever",55
"8486","doc 11609","tells father just bought",57
"8487","doc 11610","donald house died donated house oxbow park biren minnesota just outside rochester right adjacent park",168
"8488","doc 11612","just lived woods really",61
"8489","doc 11613","said going turn halfway house",57
"8490","doc 11614","said father recovery wants going help really important well",145
"8491","doc 11616","donald recovery alcoholism",38
"8492","doc 11617","well recovery rare occasion terrible tremor morning surgery",122
"8493","doc 11618","noticed just times somehow connected",56
"8494","doc 11619","fellows came work john shepard none really along",117
"8495","doc 11623","always tell people_think playing joke john shepard country",105
"8496","doc 11624","never three piece suit",39
"8497","doc 11628","donald wore white coat white athletic tape around shoes holding together",95
"8498","doc 11629","just eccentric brilliant",40
"8499","doc 11630","always thought what hell just hired give shepard hard time hippy drug addict know drug addict time",176
"8500","doc 11631","long hair look like anyone else",58
"8501","doc 11633","miss week work scared lose",56
"8502","doc 11636","gone still supply",39
"8503","doc 11638","back house years yeah",51
"8504","doc 11639","while parties kind contributing",56
"8505","doc 11640","like_going_back either",44
"8506","doc 11641","invitation either yeah",44
"8507","doc 11642","also probably good siblings stealing",78
"8508","doc 11644","certainly role model kind needed",73
"8509","doc 11645","never talked father desperation called still kind surprises even",119
"8510","doc 11647","stealing cocaine mayo clinic scared going lose great want lose know",146
"8511","doc 11648","meantime since last seen kicked helped start adolescent counseling center rochester board",162
"8512","doc 11649","kids drug_alcohol problemissit call sunrise",67
"8513","doc 11650","says meet tonight talk this tried want talk",118
"8514","doc 11651","call going",54
"8515","doc 11652","thinking meet tonight then",48
"8516","doc 11656","meet brings sunrise says talk somebody",97
"8517","doc 11657","knows right person",49
"8518","doc 11658","meet jane counselor talks back next night cocaine",97
"8519","doc 11659","back next night realize place just opened social worker",104
"8520","doc 11660","learned later worked hazelden",61
"8521","doc 11661","laughter realized know addiction",73
"8522","doc 11662","anyone does just month treatment know know",96
"8523","doc 11663","treatment told thing going work going done",103
"8524","doc 11664","night first week tell going work",94
"8525","doc 11665","tell think know",65
"8526","doc 11668","going_like told treatment part beginning part missso going",149
"8527","doc 11669","sure thinking going right think_just_going high gone",145
"8528","doc 11670","back never found actually much later start going missi",130
"8529","doc 11671","went meeting sunday morning club house aware time rochester",121
"8530","doc 11674","three guys seventy group missthat group walked",106
"8531","doc 11675","yeah know_said remember",56
"8532","doc 11676","went_back next sunday week missthat recommended",100
"8533","doc 11678","that people back then state minnesota 1974 miss1974",97
"8534","doc 11679","1975 missno still okay still",80
"8535","doc 11680","1974 1975 missand people went meeting week",74
"8536","doc 11681","told",51
"8537","doc 11683","went then interesting thing know missthat reinforced time",125
"8538","doc 11684","things really really maybe another",61
"8539","doc 11685","maybe call sponsor talk people",46
"8540","doc 11686","really another something look again understand become every missbecause moved around school know sudden places people went",271
"8541","doc 11687","know transition yeah either",57
"8542","doc 11689","laughter missso back guys",45
"8543","doc 11690","mean felt really connected guys",47
"8544","doc 11691","description treatment",41
"8545","doc 11692","understood accepted validated valued",86
"8546","doc 11694","supported cared ways completely lacking",72
"8547","doc 11695","experience went_back",47
"8548","doc 11696","whatever getting sunrise morning",66
"8549","doc 11699","called went sunrise place",45
"8550","doc 11700","walk supposed treatment months before right able given were went right back home",176
"8551","doc 11702","right back home everything went school everything went",83
"8552","doc 11703","like oasis something",44
"8553","doc 11704","people really understood really cared",57
"8554","doc 11705","meeting grew rather quickly came women",63
"8555","doc 11706","several women meeting",40
"8556","doc 11707","never twelve fourteen people maybe",49
"8557","doc 11708","police officer real estate agent teacher",66
"8558","doc 11709","couple docs started showing nurse",54
"8559","doc 11712","going staying sober working trying figure",110
"8560","doc 11713","living linda time",36
"8561","doc 11714","learned fish worked different",66
"8562","doc 11715","always wanted fish reason",43
"8563","doc 11716","spring summer",64
"8564","doc 11717","friends really",64
"8565","doc 11718","guys worked worked animals kennels stuff close",131
"8566","doc 11719","little older",57
"8567","doc 11720","kind became friends beyond that mostly linda trying stay sober going fishing whatever",136
"8568","doc 11721","meeting grew young parenting addition everything else goes missyeah just because",168
"8569","doc 11722","because group parenting missyeah",61
"8570","doc 11724","know treatment important separate adolescents adults something",114
"8571","doc 11726","going weekly going months",50
"8572","doc 11727","feeling better life",42
"8573","doc 11729","just ball work ways",49
"8574","doc 11730","getting close couple fellows really enjoy work really",99
"8575","doc 11733","donald things experiment animal surgery know_just mess",101
"8576","doc 11734","clean right wash instruments prepare next next surgery",123
"8577","doc 11735","experiment stayed technician",121
"8578","doc 11737","whole group people gets done really quick everybody goes offices except stay things",181
"8579","doc 11738","stay fellows disappeared",56
"8580","doc 11739","rules kind absolute",63
"8581","doc 11740","there stay",36
"8582","doc 11742","monday morning meeting every monday morning",66
"8583","doc 11743","present research present speeches give conferences",114
"8584","doc 11744","just talk remarkable discussions physiology ideas",113
"8585","doc 11745","else solve problem just fantastic",81
"8586","doc 11747","early meetings attended",48
"8587","doc 11748","donald presented talk give major medical conference",74
"8588","doc 11749","something cardiac physiology",41
"8589","doc 11750","presents whole thing usually presented everyone there seven people room start asking questions commenting topic",182
"8590","doc 11751","immediately stopped said marvin talk like what still",114
"8591","doc 11752","self confidence really",42
"8592","doc 11753","want answer question",36
"8593","doc 11754","tell talk know wondering process asking engaged",138
"8594","doc 11755","know part team amazing",53
"8595","doc 11757","said answer said that good glad going talking group physicians physiologisaintand gotta sure explain understand",222
"8596","doc 11758","will laughter like",56
"8597","doc 11759","incredible valued expect",63
"8598","doc 11761","influenced science also people caring",79
"8599","doc 11762","influenced twelve_steps love spirituality think",86
"8600","doc 11763","life grows spheres",37
"8601","doc 11764","months like_said feeling better ever life",84
"8602","doc 11767","consciously decide even know",72
"8603","doc 11768","just feeling good thinking really",77
"8604","doc 11770","monday open cabinet grab cocaine walk bathroom",70
"8605","doc 11772","deliberate plan kind",40
"8606","doc 11773","recognize moment three guys first meeting died month period",120
"8607","doc 11777","even think even occur issue problem",100
"8608","doc 11779","funerals even think them anything think bothered knew died missyeah",167
"8609","doc 11781","think anything",46
"8610","doc 11783","weird that think perfectly normal miss laughter yeah maybe something",131
"8611","doc 11784","meaning john sponsor",60
"8612","doc 11785","reason done anything besides just show meeting",93
"8613","doc 11786","read socialize anyone steps john three missno luckily",133
"8614","doc 11788","five_years sober always liked said",55
"8615","doc 11790","kind talked similar spiritual perspective thought",72
"8616","doc 11791","cocaine walked back",62
"8617","doc 11793","months longer sober tried treatment work efforts weeks",138
"8618","doc 11795","tell anything_else",53
"8619","doc 11799","never exposed anything_else",36
"8620","doc 11801","much cocaine possibly could life",80
"8621","doc 11802","even notice pain losing that",81
"8622","doc 11803","call john worked just blocks away downtown rochester",87
"8623","doc 11804","know that said_just three blocks away",74
"8624","doc 11805","said come office lied said stay work",96
"8625","doc 11806","much cocaine work",61
"8626","doc 11808","office five clock",38
"8627","doc 11809","coach football team biren asked follow",90
"8628","doc 11810","talked just_really briefly just sideline watch coach football",93
"8629","doc 11813","went treatment work",37
"8630","doc 11815","thank john says know marv works fine just started said come meetings working steps reading books talking anybody sharing anybody",259
"8631","doc 11818","proof said_okay exactly said",63
"8632","doc 11819","mean exactly gave worksheet",53
"8633","doc 11820","went hazelden also partially attracted sponsor",91
"8634","doc 11821","sheet step inventory sheet",41
"8635","doc 11822","thirty days across columns rows side list liabilities side list assets",157
"8636","doc 11823","liabilities like laziness dishonesty",49
"8637","doc 11824","listed there like twenty twenty five adjectives",61
"8638","doc 11825","assets opposites basically",51
"8639","doc 11826","said fill every night addition everything else told",90
"8640","doc 11827","filled every night five_years scared relapse",92
"8641","doc 11828","wrote change around",50
"8642","doc 11829","early first months black white description behavior look",99
"8643","doc 11830","putting dishonesaintevery single",71
"8644","doc 11833","sense behavior gave dishonest every misseverything",131
"8645","doc 11834","just honesainti dishonest long almost ritual",86
"8646","doc 11835","time even make sense dishonest anymore",77
"8647","doc 11836","john kept telling know marv honesaintprogram",103
"8648","doc 11837","done confrontative jusaint marv honesaintprogram think well tell that laughter kept",176
"8649","doc 11838","finally realized looking hearing question always dishonesaintit time something",142
"8650","doc 11841","tell something going life like trouble girlfriend linda whatever",109
"8651","doc 11842","just tell story life",50
"8652","doc 11843","always connection talking",64
"8653","doc 11845","hear people always just_really work step something",107
"8654","doc 11846","never like john just_like_well laughter really great missand think adolescent telling know done",233
"8655","doc 11847","kids just little younger",41
"8656","doc 11848","daughter maybe years younger oldesaintand maybe sons",107
"8657","doc 11849","know_like home really much different kids long stay missi even remember",160
"8658","doc 11850","long_time stayed rochester doing missso stayed docs kept asking going life suggesting school",204
"8659","doc 11851","especially fellows talk like",51
"8660","doc 11852","envelope inner clinic mail know yellow envelopes",78
"8661","doc 11856","someone just made mistake",49
"8662","doc 11857","already thinking liked guys started thinking wanted doctor like",129
"8663","doc 11858","john tell know john",56
"8664","doc 11859","gotta college want doctor within first year recovery",98
"8665","doc 11860","recommendations anything first year",65
"8666","doc 11861","paying attention that really think college",80
"8667","doc 11862","wanted college points life think possible",89
"8668","doc 11863","just given",39
"8669","doc 11865","like maybe college",45
"8670","doc 11866","john doubted though doubted ability just crumbled",113
"8671","doc 11867","knew high_school drop",40
"8672","doc 11869","high_school drop works mayo comes know thinking decide want doctor",150
"8673","doc 11870","said_know marv will happen answered",92
"8674","doc 11872","thought guess true",43
"8675","doc 11875","started looking schools trying figure wanted going",102
"8676","doc 11876","parents even money",39
"8677","doc 11878","talked time",52
"8678","doc 11879","assumed help said help",69
"8679","doc 11880","younger brother college university minnesota really money kind thought even going path",183
"8680","doc 11882","assumed stick said",46
"8681","doc 11883","kids thirties applied multiple schools right like eight schools something",121
"8682","doc 11885","talked fellows little applying college really talk much",109
"8683","doc 11886","just decided just_going reason",71
"8684","doc 11887","just stupidly know apply school",50
"8685","doc 11888","apply saintolaf decide",79
"8686","doc 11890","year anniversary month relapse walk first classes",88
"8687","doc 11891","neat thing dorm guys coming college like free trying stay sober back rochester weekends want sunday morning tell them might told",313
"8688","doc 11892","went meeting town northfield",51
"8689","doc 11894","guys like time studying library evening memory just_kind shot",134
"8690","doc 11895","first semester though beginning quite good",74
"8691","doc 11897","walked back dorm entry lobby christmas party",101
"8692","doc 11898","start punch supposed campus",63
"8693","doc 11901","drugs alcohol everywhere",39
"8694","doc 11902","five guys come corners room walking towards punch grab marv marv spiked punch spiked punch stay away time second semester somehow",219
"8695","doc 11903","know_going explain remember happening",87
"8696","doc 11904","room known people smoke time right guys handing joint around",137
"8697","doc 11905","sitting thinking using planning using there makes sense",125
"8698","doc 11906","must thinking using",46
"8699","doc 11907","next door neighbor dorm jack suddenly shows door says marv come",97
"8700","doc 11908","gotta talk something gets",68
"8701","doc 11909","jack five guys still together",59
"8702","doc 11910","laughter there somehow",46
"8703","doc 11911","told guys story probably made impression them misswell just_said makes sense marv",151
"8704","doc 11912","response just that true",64
"8705","doc 11914","experience addiction kind",53
"8706","doc 11916","linda decided married freshman year just stupidly",73
"8707","doc 11917","twenty years married",38
"8708","doc 11919","working school",40
"8709","doc 11920","taking classes junior college rochester time",74
"8710","doc 11921","decided school together",46
"8711","doc 11922","laughter sounds just crazy",46
"8712","doc 11923","drake university iowa went went well",77
"8713","doc 11924","neither help parents",43
"8714","doc 11925","folks really help just getting grants loans work study work study just basically just school",184
"8715","doc 11927","went school graduated year mayo",83
"8716","doc 11929","shepard college named dean education mayo clinic",78
"8717","doc 11930","applied medical school well dean medical school opens letter boss",101
"8718","doc 11931","laughter done part college first semester rough mostly almost linda stay together missyeah started medical school year graduated still drake affair classmate",294
"8719","doc 11937","somehow stayed together married forty years gosh incredible missi know love other really great",166
"8720","doc 11938","love other together love",72
"8721","doc 11939","laughter always good thing missit cause still together sound like kind marathon missit true",153
"8722","doc 11940","just getting better really great missso know almost 30pm",97
"8723","doc 11941","probably meet again meet again weeds opioids missyeah cause trouble talking story",181
"8724","doc 11942","often time doctors always longer story life going tell addiction medicine",154
"8725","doc 11943","okay just pause recording",54
"8726","doc 11944","yussuf shafie narrator sullivan interviewer december 2017 bloomington minnesota yussuf shafie sullivan sullivan",146
"8727","doc 11945","december 19th 2017 bloomington minnesota alliance wellness center yussuf shafie correct state name agree interviewed agreed interviewed",232
"8728","doc 11947","director alliance wellness center thank",73
"8729","doc 11948","tell little family childhood",54
"8730","doc 11949","born minnesota immigrant",72
"8731","doc 11950","came somalia family back 2001",52
"8732","doc 11951","came brothers sisters",49
"8733","doc 11953","believe came even know speak english",74
"8734","doc 11955","education important family",41
"8735","doc 11956","made sure studied went college",51
"8736","doc 11957","graduated burnsville high_school back 2006",52
"8737","doc 11958","although passionate social work mental_health addiction since little know",123
"8738","doc 11959","community people addiction mental_health issues stigmatized",97
"8739","doc 11960","wanted create awareness educate folks",46
"8740","doc 11961","order school",48
"8741","doc 11962","went inver hills community college associate degree cheap laughs went really_well",116
"8742","doc 11963","first semester actually horrible",39
"8743","doc 11966","young playing basketball chasing girls",46
"8744","doc 11969","messed confidence good",48
"8745","doc 11970","think best thing happened happened",68
"8746","doc 11971","letter financial saying going take financial away grades next semester",129
"8747","doc 11972","thought hard work done family hard worked",98
"8748","doc 11973","second semester worked really hard",39
"8749","doc 11974","together graduated 2009",68
"8750","doc 11975","went metro state bachelor social work came somalia eleven years life like came kind blur",221
"8751","doc 11976","young remember much",37
"8752","doc 11978","much enough",38
"8753","doc 11979","learned privileges",60
"8754","doc 11982","parts really great somalia parts even civil there great things born actually born kenya raised",229
"8755","doc 11983","born raised kenya somalia like next door neighbor",108
"8756","doc 11984","civil broke people went neighboring countries",78
"8757","doc 11986","speak somali swahili even_though swahili eighty percent seventy percent",96
"8758","doc 11988","yeah born raised kenya parents somali",64
"8759","doc 11989","traveled somalia kenya",41
"8760","doc 11990","like wisconsin kind_thing",43
"8761","doc 11991","little bigger picture",40
"8762","doc 11992","people drove back forth businesswoman trucking business common women kind business back home hustler working",254
"8763","doc 11993","never believed working someone always risk taker things_like_that",131
"8764","doc 11994","little childhood",38
"8765","doc 11995","came states worked really hard learned english",62
"8766","doc 11996","high_school learned english middle school_high_school bachelor metro state bachelor metro state back 2012 decided wanted something master",301
"8767","doc 11997","decided university minnesota master",70
"8768","doc 11998","going grad school sister called said open somali restaurant burnsville like crazy hung phone",180
"8769","doc 11999","called back three times knew serious",57
"8770","doc 12000","2013 started restaurant really_well",56
"8771","doc 12002","star tribune article publications minneapolis saintpaul magazine dakota tribune which article dakota county",156
"8772","doc 12003","really_well money start passionate alliance",101
"8773","doc 12004","half_years thought want this passionate mental_health chemical_dependency back 2015 graduated grad school worked minneapolis public schools year cuhc community university health care center clinic year minneapolis learned addiction mental_health",399
"8774","doc 12005","federally qualified health care center",51
"8775","doc 12006","owned university minnesota technically said grad school",115
"8776","doc 12007","miss master social work lgsw licensed graduate social worker",72
"8777","doc 12008","internship cuhc social work triage position eight hundred hours whatever internship",128
"8778","doc 12009","hired mental_health practitioner working year",97
"8779","doc 12010","process starting alliance well",49
"8780","doc 12011","kind going time restaurant still open",86
"8781","doc 12013","fifteen minutes right burnsville",61
"8782","doc 12014","look african restaurant come",49
"8783","doc 12015","that learned business aspect things",68
"8784","doc 12016","social worker math",36
"8785","doc 12017","laughs learned managing budgets things_like",70
"8786","doc 12018","learned restaurant starting patient things_like_that restaurants still communities",146
"8787","doc 12021","that graduated started alliance",43
"8788","doc 12022","business half_years really_well",84
"8789","doc 12024","group alliance wellness works east african population culturally specific",111
"8790","doc 12025","twelve beds lodge them treatment house bought house couple houses tell stigma",185
"8791","doc 12026","stigma around addiction huge many cultures",48
"8792","doc 12027","muslim student kenya think history addiction class years",103
"8793","doc 12028","said stigma intense",41
"8794","doc 12029","describe mean family course",66
"8795","doc 12030","think culture people always skeptical alcohol_drugs addiction",92
"8796","doc 12031","think culture black white thinking never good thing",84
"8797","doc 12034","either good person person",50
"8798","doc 12038","muslim supposed drink alcohol forbidden",76
"8799","doc 12039","like fifteen clients group right talking alcoholism addiction muslim",132
"8800","doc 12041","worst thing drink",37
"8801","doc 12042","like priest daughter getting pregnant",58
"8802","doc 12043","like worst thing yeah",36
"8803","doc 12044","almost means practicing religion",72
"8804","doc 12046","people shunned pretty",39
"8805","doc 12048","woman person color muslim addict",79
"8806","doc 12051","think education awareness important",54
"8807","doc 12052","things going away move culture america giving immigrants opportunities also pick habits extents habits think kids marriage kids partying",277
"8808","doc 12055","kids just bright honesaintwith cell phone technology things makes things easier",111
"8809","doc 12056","stigma piece think_people just educated tend judge judgmental",97
"8810","doc 12057","think_people even know well",49
"8811","doc 12058","know deal addiction families",55
"8812","doc 12060","happens detox miserable",51
"8813","doc 12063","like want help yussuf know problem",65
"8814","doc 12064","might know even insider community still struggle yeah",113
"8815","doc 12065","people want come help",44
"8816","doc 12066","people might well somali",40
"8817","doc 12067","deal yeah sometimes might good",68
"8818","doc 12068","just somali mean good",60
"8819","doc 12069","always make comment conferences talk people",66
"8820","doc 12070","assumption culture people somali assume that think education across board important",149
"8821","doc 12071","advocate that tell story without using name someone struggled addiction happened family well know twenty people tell",231
"8822","doc 12073","western white american culture easier someone support come things_like",124
"8823","doc 12074","little socially acceptable",38
"8824","doc 12075","daughter using kind assist help even parents",139
"8825","doc 12078","going help treatment understand thinks just stop yeah",134
"8826","doc 12079","stop always tell",50
"8827","doc 12080","just stops drinking really_good person well yeah drinking first place find underlying issue",145
"8828","doc 12081","just pick prescription pills",42
"8829","doc 12082","maybe back pain issue vicodin enough buying street drugs",94
"8830","doc 12083","always underlying cause",42
"8831","doc 12084","always pain addiction",40
"8832","doc 12085","think_people understand hard fathom also mental illness stigma yeah huge",132
"8833","doc 12086","mental illness accepted addiction",46
"8834","doc 12087","interesting thing ninety percent clients concurrent",73
"8835","doc 12088","mental_health issues",39
"8836","doc 12089","self medicate cope mental illness",63
"8837","doc 12090","addiction starts mental illness",58
"8838","doc 12091","mental_health issues treated self medicate using drugs alcohol talking black white crazy almost doubly stigmatized",200
"8839","doc 12092","actually diagnosis addiction cause matter families matter",125
"8840","doc 12093","extent mental_health issues crazy acceptable",93
"8841","doc 12095","rather severe mental_health issue come_home drunk high problem",106
"8842","doc 12096","reality treating mental illness issue",79
"8843","doc 12097","oftentimes find treat mental_health issue people stable medication psychiatrist things easier deal",172
"8844","doc 12098","addiction treated stable",50
"8845","doc 12099","mental illness like medicated seeing psychiatrist stable going work",152
"8846","doc 12101","tackle both environment like sober_house call sober_house yeah supportive housing like name better sober_house just_think language yeah course",240
"8847","doc 12102","language really important yeah life like there really_good",89
"8848","doc 12107","learn make appointments",58
"8849","doc 12110","fight pickles ketchup knows",47
"8850","doc 12112","homeless winter busy",61
"8851","doc 12113","right twelve beds full",47
"8852","doc 12114","summers little slower people tend outside good time help find services need daily commands",189
"8853","doc 12115","apply group residential housing apply type long_term housing",97
"8854","doc 12116","time graduate find something tell success stories want start laughs well never know",196
"8855","doc 12117","tricky business true",47
"8856","doc 12118","couple clients graduated couple show least month gratitude thankful jobs",131
"8857","doc 12122","everybody disowned family",36
"8858","doc 12124","back wife kids working jobs",57
"8859","doc 12125","took months hard work",40
"8860","doc 12126","outpatient people lose hope rock bottom",90
"8861","doc 12127","sometimes lose hope people incapable anything",67
"8862","doc 12129","think_people_like shit lose jail year four dwis wife left three beautiful daughters left",165
"8863","doc 12131","lose throw towel",47
"8864","doc 12132","think give people hope makes difference give people three meals place stay",118
"8865","doc 12134","educate give opportunities believe",72
"8866","doc 12135","think difference people personal connection addiction family said always wanted this actually honesaintwhich actually kind interesting sixty percent staff recovery",286
"8867","doc 12136","always good need people experience",63
"8868","doc 12139","highly addictive behaviors",53
"8869","doc 12141","always passionate",36
"8870","doc 12142","always understood always curious",51
"8871","doc 12143","passionate helping people underserved",61
"8872","doc 12144","thought community needs thing",65
"8873","doc 12145","took years think plan stuff",102
"8874","doc 12147","work many clients right growing group twelve fifteen",136
"8875","doc 12148","also evening group mostly white black culturally specific",89
"8876","doc 12150","total thirty thirty five clients stayed level",149
"8877","doc 12154","numbers like fifteen twenty pretty common field yeah",103
"8878","doc 12155","people clients gets cold dark people ready absolutely treatment model here many models",194
"8879","doc 12156","think important thing meet people",67
"8880","doc 12158","need figure toothpaste",45
"8881","doc 12159","mart toothpaste",49
"8882","doc 12160","worry alcoholism opioid addiction right",70
"8883","doc 12161","needs towel toothpasaintand start",63
"8884","doc 12162","sleep tonight make_sure brushes teeth",65
"8885","doc 12164","showers tomorrow morning comes treat mental_health issue addiction issue",103
"8886","doc 12165","meeting people that part harm_reduction model yeah",123
"8887","doc 12168","understand client",54
"8888","doc 12170","companies policy",60
"8889","doc 12171","policy client toothpaste well yeah help anyone brush teeth",115
"8890","doc 12173","mean think motivation thing",74
"8891","doc 12174","emdr movement desensitization reprocessing something",93
"8892","doc 12175","think important thing just treat people_like human beings",71
"8893","doc 12177","think_people struggle that part history treatment",104
"8894","doc 12178","moral component really",45
"8895","doc 12179","twelve_step programs work program invite people",77
"8896","doc 12180","trying establish muslim twelve_step based there need",89
"8897","doc 12181","wear many hats much stuff",52
"8898","doc 12182","just need find right person help",57
"8899","doc 12183","just_really important change muslim based twelve_step_twelve_step always higher power anything yeah higher power know look",224
"8900","doc 12184","actually think might first person think",103
"8901","doc 12185","might someone else there yeah know something york know",104
"8902","doc 12186","want research figure twelve_step model think need",120
"8903","doc 12187","again token whole hold hands sing kumbaya western american cultural thing",110
"8904","doc 12189","fact client graduated really_well talked wanting start support group",124
"8905","doc 12192","support",41
"8906","doc 12194","maybe weekly meeting something think best practices meeting people_think future treatment want going thing just small tiny",286
"8907","doc 12195","think need counselors number",43
"8908","doc 12196","ladcs licensed alcohol_drug counselor general many field",92
"8909","doc 12197","also people culturally competent important",60
"8910","doc 12198","culturally competent kind broad word people sensitive people cultures really important",131
"8911","doc 12199","think also important policy",39
"8912","doc 12200","keep cutting budgets things",46
"8913","doc 12201","just_going keep getting worse",37
"8914","doc 12203","whoever charge boss read book need funding",80
"8915","doc 12204","professor used funding drives practice true",76
"8916","doc 12205","make_sure bills paid important determine practice cosaintso much money jail prison cost like dollars",225
"8917","doc 12206","just hypothetically speaking hundred dollars county jail",88
"8918","doc 12207","dollars three meals treatment",62
"8919","doc 12208","learning mind thinks",42
"8920","doc 12209","just sitting cell twenty three hours",58
"8921","doc 12211","taxpayer whole incarceration incarcerating people addiction mental illness committed crime tell clientele opioids seeing recently using heroin prescription pills benzos",333
"8922","doc 12212","think especially somali community couple cases",81
"8923","doc 12213","passed away",40
"8924","doc 12214","clients talk group",49
"8925","doc 12215","guys alcohol opioids call rock call heroin rock yeah like rocks",129
"8926","doc 12217","basically saying alcoholic alcohol kill discriminating",136
"8927","doc 12218","interesting whole hierarchy",59
"8928","doc 12219","pain pill people_think better injection drug users like really tend challenge them seeing increase heroin",164
"8929","doc 12220","meth much meth",42
"8930","doc 12221","somali women makes sense gives energy",72
"8931","doc 12222","children child protection cases",54
"8932","doc 12226","starts accident back pain accident football baseball basketball",110
"8933","doc 12228","back surgery gave prescription ninety pills oxycontin",84
"8934","doc 12229","like dude hell doing ladc that kind_thing",74
"8935","doc 12230","ladc treatment director like_that pills stuff highly addictive",114
"8936","doc 12231","make doctors responsible work done",88
"8937","doc 12232","know chris johnson",37
"8938","doc 12234","opioid prescribing task force",62
"8939","doc 12235","really frustrated doctor saintlouis park feel suboxone methadone absolutely",130
"8940","doc 12236","feel here love",46
"8941","doc 12237","avenues recovery",40
"8942","doc 12238","works might work",40
"8943","doc 12239","challenged people well whatever works that seven doctors interviewed because science based",165
"8944","doc 12240","evidence based know work right clients clinic everyday yeah people unclear",186
"8945","doc 12241","looking establishing actually really time",75
"8946","doc 12243","worked closely people valhalla place",51
"8947","doc 12244","well yeah name chuck hilger",76
"8948","doc 12245","medication assisted treatment training",76
"8949","doc 12246","fascinating medicine actually help people mind track still stigma even different medications",159
"8950","doc 12248","true though yeah suboxone really_good",56
"8951","doc 12249","know dream place five_years think biggest challenge housing",112
"8952","doc 12250","want house people important because happens sometimes honest find someone treat ninety days well kick insurance many days",246
"8953","doc 12251","form back community",44
"8954","doc 12252","apartments usually good unclear rent",85
"8955","doc 12255","need type long_term housing",37
"8956","doc 12256","even place another four five months figure things",94
"8957","doc 12257","happens back streets relapse come_back treatment",86
"8958","doc 12258","resources wasaintof money",64
"8959","doc 12259","give people three months place stay likely least place take meds",115
"8960","doc 12261","find place house people_think good",64
"8961","doc 12262","think goals find long_term housing people_thinking that getting contract county",154
"8962","doc 12263","figuring something alliance wellness yeah",79
"8963","doc 12265","takes long someone discharged find place live",89
"8964","doc 12266","couple guys right ready graduate know",96
"8965","doc 12267","give extension thirty days",41
"8966","doc 12268","sometimes honestly free service nowhere honestly homelessness mentioned couple minutes homelessness usually result shut families right yeah",267
"8967","doc 12269","obviously someone using steal cheat",58
"8968","doc 12270","person much addiction",44
"8969","doc 12271","families understand",39
"8970","doc 12272","asshole",36
"8971","doc 12273","stole hundred bucks well yeah left hundred bucks counter addict",107
"8972","doc 12274","going families understand",60
"8973","doc 12276","leave hundred bucks family group able that",103
"8974","doc 12280","think immigrant families working jobs trying support them time essence",110
"8975","doc 12281","think also skeptical dirty laundry",65
"8976","doc 12282","pride understanding trust honestly think skeptical blame",159
"8977","doc 12283","somali alcoholic probably yussuf",80
"8978","doc 12284","honest stigma",49
"8979","doc 12288","think pride thing",42
"8980","doc 12289","think_people skeptical sometimes",47
"8981","doc 12290","think important thing families understand",76
"8982","doc 12292","love anything them whatever person client cheated them yelled lied bailed twenty five times",186
"8983","doc 12296","leave alone common thing every culture absolutely",76
"8984","doc 12297","resources bailed three thousand dollars savings going look good back using",168
"8985","doc 12298","client telling thirty three thousand dollars wrote check hazelden month whatever treatment",145
"8986","doc 12299","came relapsed",39
"8987","doc 12300","said pissed said pissed things_like",85
"8988","doc 12301","addiction disease figure treat",66
"8989","doc 12302","think_people understand that yeah seventy five_years later still talking",114
"8990","doc 12303","still trying convince people disease diabetic doctor take insulin",123
"8991","doc 12304","like diabetic",37
"8992","doc 12306","make_sure take blood sugar whatever",46
"8993","doc 12308","addiction kind idea nobody feels",63
"8994","doc 12309","comments facebook blood pressure goes",52
"8995","doc 12310","fights people facebook time alliance account just personal just personal",133
"8996","doc 12311","people idiots educate",36
"8997","doc 12312","times enough enough just start",54
"8998","doc 12313","like_well worked lucky maybe good",76
"8999","doc 12315","feel sorry maybe grace well mean look people struggling",136
"9000","doc 12316","struggle five_years whatever",59
"9001","doc 12317","think important",38
"9002","doc 12318","education important community education absolutely place community broad question okay",160
"9003","doc 12320","think_people respect",41
"9004","doc 12322","think_just google find articles stuff",69
"9005","doc 12323","people skeptical still people doubt okay",94
"9006","doc 12325","graduated told university minnesota story patty shandy former professors",131
"9007","doc 12326","takes article yeah great",62
"9008","doc 12327","well known trauma care going trauma yeah",89
"9009","doc 12329","think_people ninety percent somali people victims torture",84
"9010","doc 12332","seen movie hotel rwanda hutus tutsis",58
"9011","doc 12333","kind_thing studied mozambique southern africa thing",103
"9012","doc 12334","thing thing reading idea epigenetics",77
"9013","doc 12335","parents experienced trauma children grandchildren might proclivity towards higher anxiety depression know that send stuff",182
"9014","doc 12336","think find interesting approach think help explain families yeah please research connected holocaust",195
"9015","doc 12337","video want find",41
"9016","doc 12341","thinking youtube right",42
