"","X","sentence_id","id","sentence","nchar","doc_id","description","family_experience","treatment_prof","personal_experience","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","cluster_9","cluster_10","cluster_11","cluster_12","cluster_13","cluster_14","cluster_15","cluster_16","cluster_17","cluster_18","cluster_19","cluster_20","clusters"
"891",891,506,2,"starts understanding perception problem phenomenon",50,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"892",892,507,2,"get normal approach",19,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","TRUE","TRUE","","","","","","","TRUE","","","",",,,,,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,"
"893",893,508,2,"still lot",9,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","","","","","TRUE","","TRUE","","","TRUE","TRUE","TRUE","","TRUE","","","TRUE,,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,"
"894",894,509,2,"general practitioner sometimes think really hard job",52,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"895",895,510,2,"still much paternalistic way understanding medicine",51,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","TRUE","","","","TRUE","","TRUE","","TRUE","","TRUE","","","TRUE","","","TRUE,,,,TRUE,,,,TRUE,,TRUE,,TRUE,,TRUE,,,TRUE,,"
"896",896,511,2,"expert tell patients",20,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"897",897,512,2,"listen tell harder even harder",30,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"898",898,513,2,"still listen throw treatment",28,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","","","","","TRUE","TRUE","TRUE","","","","TRUE","","","TRUE","","","TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,TRUE,,"
"899",899,514,2,"want see anymore want",21,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","TRUE","TRUE","","","","","","","TRUE","","","","","","TRUE",",,,,,TRUE,TRUE,,,,,,,TRUE,,,,,,TRUE"
"900",900,515,2,"ones also hear lot",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","TRUE","","TRUE","","TRUE","","TRUE","","",",,,,,,,,,,,TRUE,,TRUE,,TRUE,,TRUE,,"
"901",901,516,2,"know lot general practitioners really good approach addiction",61,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"902",902,517,2,"really good",11,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","","TRUE","","","","","","","","","","",",,,,,,TRUE,,,TRUE,,,,,,,,,,"
"903",903,518,2,"people people",13,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","","","","TRUE","","","","","","","",",,,,TRUE,,,,,,,,TRUE,,,,,,,"
"904",904,519,2,"ones talking say old generation",31,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","TRUE","","","","TRUE","","","","","","",",,,,,,,,,TRUE,,,,TRUE,,,,,,"
"905",905,520,2,"coming end now",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","TRUE","","","","","","","","","","","",",,,,,,,,TRUE,,,,,,,,,,,"
"906",906,521,2,"ones sixties now",16,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","TRUE","","","","","","","","","","","",",,,,,,,,TRUE,,,,,,,,,,,"
"907",907,522,2,"just grown way",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","TRUE","","","TRUE","","","","","","TRUE","","","","","","TRUE","TRUE","","",",TRUE,,,TRUE,,,,,,TRUE,,,,,,TRUE,TRUE,,"
"908",908,523,2,"younger practitioners think differently still educated well enough field",72,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","TRUE","","","","","","TRUE","TRUE","TRUE","","TRUE","","TRUE","","","TRUE","","TRUE","TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,TRUE"
"909",909,524,2,"big lack knowledge",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"910",910,525,2,"thing heard ask take remove course time packed",46,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"911",911,526,2,"teach",5,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"912",912,527,2,"really work lot motivational interviewing approach",50,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","TRUE","","TRUE","TRUE","","","","TRUE","","TRUE","TRUE","","","",",,,TRUE,,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,,,"
"913",913,528,2,"approach lot alcohol therapy field",34,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"914",914,529,2,"Miller Rollnick back sixties",28,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"915",915,530,2,"helpful",7,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"916",916,531,2,"now adopted medicine working chronic diseases",45,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","","","TRUE","","","","","","","","TRUE","","","",",,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,"
"917",917,532,2,"works intrinsic motivation",26,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","","","","","","","","","","","TRUE","","","",",,,TRUE,,,,,,,,,,,,,TRUE,,,"
"918",918,533,2,"trying make people want change sake",35,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","","","","TRUE","TRUE","","TRUE","","","TRUE","TRUE",",,,,TRUE,,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,TRUE"
"919",919,534,2,"approach helpful working people obesity diabetes HIV",52,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"920",920,535,2,"manage long lasting condition motivation active manage health",61,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"921",921,536,2,"approach think already taught medical students attitude",55,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","","","","","","TRUE","TRUE","TRUE","","","","","","","TRUE","","TRUE",",,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE"
"922",922,537,2,"use",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","","","","","","","","","","","","","","","","","","","TRUE,TRUE,,,,,,,,,,,,,,,,,,"
"923",923,538,2,"Yes",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"924",924,539,2,"Understanding advocate intrinsic motivation therapy work otherwise",66,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"925",925,540,2,"forget treating people know really want",39,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"926",926,541,2,"therapy starts",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"927",927,542,2,"sounds pretty trivial many doctors really talk patients want really want take pills example",91,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"928",928,543,2,"behalf adherence",16,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"929",929,544,2,"half pills prescribed really taken",34,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"930",930,545,2,"also result",11,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","TRUE","","","","","","TRUE","","",",,,,,,,,,,,TRUE,,,,,,TRUE,,"
"931",931,546,2,"really cares patients actually think",36,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"932",932,547,2,"shift medicine moment slowly understand patients human well job together",72,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"933",933,548,2,"just saying",11,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","TRUE","","","TRUE","","","","","TRUE","TRUE","","","TRUE","","","TRUE","TRUE","","",",TRUE,,,TRUE,,,,,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,,"
"934",934,549,2,"also Internet stuff contributing patients inform",48,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"935",935,550,2,"getting role victim getting active good",39,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","TRUE","TRUE","","","","","","","TRUE","","","",",,,,,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,"
"936",936,551,2,"think important points approach",31,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","","","","","","TRUE","TRUE","","","","","TRUE","","","","","TRUE",",,TRUE,,,,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE"
"937",937,552,2,"Ever Arud founded years now always growing",42,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","TRUE","","","","TRUE","","","TRUE","","","","","","","","",",,,TRUE,TRUE,,,,TRUE,,,TRUE,,,,,,,,"
"938",938,553,2,"think also good thing see",25,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","TRUE","","TRUE","TRUE","","TRUE","TRUE","","TRUE","","TRUE","","","","TRUE","","TRUE",",,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,TRUE"
"939",939,554,2,"think offer treatment fits",26,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","","","","","","TRUE","TRUE","","","","","TRUE","","","","","TRUE",",,TRUE,,,,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE"
"940",940,555,2,"still long way continue grow still many people coming treatment find treatment fits",83,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","","TRUE","TRUE","","","TRUE","TRUE","TRUE","","TRUE","","TRUE","","","TRUE","","","TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,"
"941",941,556,2,"want hear stop",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","TRUE","","","","TRUE","","TRUE",",,,,,,,,,,TRUE,,,TRUE,,,,TRUE,,TRUE"
"942",942,557,2,"way",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","","","","","","","","","","","",",,,,TRUE,,,,,,,,,,,,,,,"
"943",943,558,2,"bad",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"944",944,559,2,"Feeling doctor frustrated want talk just supposed stop",54,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","TRUE","","","TRUE","","","","","","TRUE","","","TRUE","","","TRUE","TRUE","","TRUE",",TRUE,,,TRUE,,,,,,TRUE,,,TRUE,,,TRUE,TRUE,,TRUE"
"945",945,561,2,"still potential grow",20,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","","","","","TRUE","","TRUE","","","","TRUE","","","TRUE","","","TRUE,,,,,,,,TRUE,,TRUE,,,,TRUE,,,TRUE,,"
"946",946,562,2,"always true",11,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","","","","","","","","","","","",",,,,TRUE,,,,,,,,,,,,,,,"
"947",947,563,2,"never say full",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","TRUE","","","","TRUE","","","","","","",",,,,,,,,,TRUE,,,,TRUE,,,,,,"
"948",948,564,2,"therapists busy just employ new therapists",42,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","TRUE","","","TRUE","","","","","","TRUE","","","","","","TRUE","TRUE","","",",TRUE,,,TRUE,,,,,,TRUE,,,,,,TRUE,TRUE,,"
"949",949,565,2,"turn away",9,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","","","","","","","","","","","",",,,,TRUE,,,,,,,,,,,,,,,"
"950",950,566,2,"never",5,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"951",951,567,2,"really believe low threshold treatment",38,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","TRUE","TRUE","","","","","TRUE","","","","","",",,,,,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,"
"952",952,568,2,"use window opportunity",22,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","","","","","","","","","","","","","","","","","","","TRUE,TRUE,,,,,,,,,,,,,,,,,,"
"953",953,569,2,"Whenever feeling need assistance ready offer hours",50,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","","","","","","","TRUE","TRUE","",",,,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,"
"954",954,571,2,"people starting Minneapolis",27,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","","TRUE","","TRUE","","","","","TRUE","","",",,,,TRUE,,,,,,TRUE,,TRUE,,,,,TRUE,,"
"955",955,572,2,"think waiting terrible",22,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","","","","","","TRUE","TRUE","","","","","","","","","","TRUE",",,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,TRUE"
"956",956,573,2,"Many children dying getting moment especially young people",58,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","TRUE","","TRUE","","","","TRUE","","","","TRUE","","","",",,,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,"
"957",957,574,2,"finally somehow twisted arm wait days",37,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"958",958,575,2,"Scotland several times assist",29,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","TRUE","","","","TRUE","TRUE","","TRUE",",,,,,,,,,,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE"
"959",959,576,2,"open heroin assistance treatment now taken years lobbying sharing experiences",77,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"960",960,577,2,"waiting list weeks opioid addiction get admitted agonist treatment",66,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","TRUE","","","","","TRUE","","TRUE","TRUE","TRUE","","","","TRUE","","TRUE","TRUE","","",",TRUE,,,,,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,,"
"961",961,578,2,"just impossible",15,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"962",962,579,2,"way",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","","","","","","","","","","","",",,,,TRUE,,,,,,,,,,,,,,,"
"963",963,580,2,"just walk minutes treatment",27,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","TRUE","","","TRUE","","","","TRUE","TRUE","TRUE","","","","TRUE","","TRUE","TRUE","","",",TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,,"
"964",964,581,2,"call low threshold",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"965",965,582,2,"prove",5,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"966",966,583,2,"Yes",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"967",967,584,2,"thing take urine specimen prove opioids system",46,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"968",968,585,2,"time urine analysis",19,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","TRUE","","","","TRUE","","","TRUE",",,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE"
"969",969,586,2,"Yes",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"970",970,587,2,"start opioid treatment intolerant",33,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","TRUE","TRUE","TRUE","","","","TRUE","","","TRUE","","",",,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,TRUE,,"
"971",971,588,2,"dangerous",9,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"972",972,589,2,"Sometimes people coming saying need substitution treatment",58,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","TRUE","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE",",,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE"
"973",973,590,2,"patient schizophrenic just pretending opiate dependent",54,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"974",974,591,2,"tell urine analysis",19,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"975",975,592,2,"opioids urine start treatment",29,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","TRUE","TRUE","TRUE","","","","TRUE","","","TRUE","","",",,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,TRUE,,"
"976",976,593,2,"condition",9,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"977",977,594,2,"start right away",16,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","","TRUE","","","","TRUE","","TRUE","","","","","","","TRUE","","",",,TRUE,,TRUE,,,,TRUE,,TRUE,,,,,,,TRUE,,"
